dataset,mode,window_length,target_sampling_rate_assumed,original_sampling_rate_hint,recordings_checked,fs_mean,fs_median,fs_std,dt_min,dt_max,duplicate_timestamps,irregular_timestamps,source_path,warning
weda,raw_timestamp,not applicable,50.0,WEDA processed windows are expected at 50 Hz.,1,49.583357957567515,499.99999999983305,340.58481909856374,0.0009999999999976694,0.157,0,222,C:\Users\ADMIN\Desktop\ds-fall\data\raw\WEDA-FALL-main\dataset\50Hz\D01\U28_R01_accel.csv,
weda,raw_timestamp,not applicable,50.0,WEDA processed windows are expected at 50 Hz.,1,49.73552747575668,499.99999999994407,338.10681331034993,0.0009999999999994458,0.12899999999999956,0,173,C:\Users\ADMIN\Desktop\ds-fall\data\raw\WEDA-FALL-main\dataset\50Hz\D01\U29_R01_accel.csv,
weda,raw_timestamp,not applicable,50.0,WEDA processed windows are expected at 50 Hz.,1,49.72181139516867,499.99999999983305,342.9104648884211,0.0009999999999994458,0.125,0,186,C:\Users\ADMIN\Desktop\ds-fall\data\raw\WEDA-FALL-main\dataset\50Hz\D01\U30_R01_accel.csv,
weda,raw_timestamp,not applicable,50.0,WEDA processed windows are expected at 50 Hz.,1,49.65920155793574,499.99999999983305,337.52523558058874,0.0009999999999994458,0.14100000000000001,0,200,C:\Users\ADMIN\Desktop\ds-fall\data\raw\WEDA-FALL-main\dataset\50Hz\D01\U31_R01_accel.csv,
weda,raw_timestamp,not applicable,50.0,WEDA processed windows are expected at 50 Hz.,1,49.66686856450636,499.99999999983305,335.87658900498866,0.0009999999999976694,0.11899999999999977,0,217,C:\Users\ADMIN\Desktop\ds-fall\data\raw\WEDA-FALL-main\dataset\50Hz\D02\U01_R01_accel.csv,
weda,raw_timestamp,not applicable,50.0,WEDA processed windows are expected at 50 Hz.,1,49.55505147443727,499.99999999983305,336.8704547321386,0.0009999999999976694,0.1349999999999998,0,233,C:\Users\ADMIN\Desktop\ds-fall\data\raw\WEDA-FALL-main\dataset\50Hz\D02\U02_R01_accel.csv,
weda,raw_timestamp,not applicable,50.0,WEDA processed windows are expected at 50 Hz.,1,49.629340616465086,499.99999999994407,344.68568975987205,0.0009999999999994458,0.122,0,162,C:\Users\ADMIN\Desktop\ds-fall\data\raw\WEDA-FALL-main\dataset\50Hz\D02\U03_R01_accel.csv,
weda,raw_timestamp,not applicable,50.0,WEDA processed windows are expected at 50 Hz.,1,49.75157336866511,499.99999999983305,333.71813506202693,0.0009999999999994458,0.14499999999999957,0,199,C:\Users\ADMIN\Desktop\ds-fall\data\raw\WEDA-FALL-main\dataset\50Hz\D02\U04_R01_accel.csv,
weda,raw_timestamp,not applicable,50.0,WEDA processed windows are expected at 50 Hz.,1,49.49829779609389,499.99999999983305,338.7953865972454,0.0009999999999976694,0.14499999999999957,0,296,C:\Users\ADMIN\Desktop\ds-fall\data\raw\WEDA-FALL-main\dataset\50Hz\D02\U05_R01_accel.csv,
weda,raw_timestamp,not applicable,50.0,WEDA processed windows are expected at 50 Hz.,1,49.761498144985566,499.99999999983305,338.3773000004741,0.0009999999999976694,0.20700000000000074,0,220,C:\Users\ADMIN\Desktop\ds-fall\data\raw\WEDA-FALL-main\dataset\50Hz\D02\U06_R01_accel.csv,
weda,raw_timestamp,not applicable,50.0,WEDA processed windows are expected at 50 Hz.,1,49.53867112514706,499.99999999983305,341.4380472347551,0.0009999999999976694,0.12400000000000055,0,216,C:\Users\ADMIN\Desktop\ds-fall\data\raw\WEDA-FALL-main\dataset\50Hz\D02\U07_R01_accel.csv,
weda,raw_timestamp,not applicable,50.0,WEDA processed windows are expected at 50 Hz.,1,49.55542382928275,499.99999999983305,343.7625013246483,0.0009999999999976694,0.14000000000000057,0,334,C:\Users\ADMIN\Desktop\ds-fall\data\raw\WEDA-FALL-main\dataset\50Hz\D02\U08_R01_accel.csv,
weda,raw_timestamp,not applicable,50.0,WEDA processed windows are expected at 50 Hz.,1,49.65166427070663,499.99999999983305,331.9307100204323,0.0009999999999976694,0.12399999999999878,0,242,C:\Users\ADMIN\Desktop\ds-fall\data\raw\WEDA-FALL-main\dataset\50Hz\D02\U09_R01_accel.csv,
weda,raw_timestamp,not applicable,50.0,WEDA processed windows are expected at 50 Hz.,1,49.54999505489071,499.99999999983305,338.0216294241609,0.0009999999999976694,0.15499999999999936,0,270,C:\Users\ADMIN\Desktop\ds-fall\data\raw\WEDA-FALL-main\dataset\50Hz\D02\U10_R01_accel.csv,
weda,raw_timestamp,not applicable,50.0,WEDA processed windows are expected at 50 Hz.,1,49.52380952380954,499.99999999983305,343.1217438309722,0.0009999999999976694,0.1640000000000006,0,232,C:\Users\ADMIN\Desktop\ds-fall\data\raw\WEDA-FALL-main\dataset\50Hz\D02\U11_R01_accel.csv,
weda,raw_timestamp,not applicable,50.0,WEDA processed windows are expected at 50 Hz.,1,49.607397079327804,499.99999999994407,339.36454820182723,0.0009999999999994458,0.13299999999999912,0,181,C:\Users\ADMIN\Desktop\ds-fall\data\raw\WEDA-FALL-main\dataset\50Hz\D02\U12_R01_accel.csv,
weda,raw_timestamp,not applicable,50.0,WEDA processed windows are expected at 50 Hz.,1,49.757281553398066,499.99999999983305,337.74591560799695,0.0009999999999994458,0.14700000000000024,0,184,C:\Users\ADMIN\Desktop\ds-fall\data\raw\WEDA-FALL-main\dataset\50Hz\D02\U13_R01_accel.csv,
weda,raw_timestamp,not applicable,50.0,WEDA processed windows are expected at 50 Hz.,1,49.56151340516162,499.99999999983305,331.37684396645466,0.0009999999999976694,0.134999999999998,0,262,C:\Users\ADMIN\Desktop\ds-fall\data\raw\WEDA-FALL-main\dataset\50Hz\D02\U14_R01_accel.csv,
weda,raw_timestamp,not applicable,50.0,WEDA processed windows are expected at 50 Hz.,1,49.575235656930055,499.99999999994407,344.957700117837,0.0009999999999976694,0.1509999999999998,0,343,C:\Users\ADMIN\Desktop\ds-fall\data\raw\WEDA-FALL-main\dataset\50Hz\D03\U01_R01_accel.csv,
weda,raw_timestamp,not applicable,50.0,WEDA processed windows are expected at 50 Hz.,1,49.580960911010166,499.99999999983305,334.34725999825076,0.0009999999999976694,0.14199999999999946,0,408,C:\Users\ADMIN\Desktop\ds-fall\data\raw\WEDA-FALL-main\dataset\50Hz\D03\U02_R01_accel.csv,
weda,raw_timestamp,not applicable,50.0,WEDA processed windows are expected at 50 Hz.,1,49.508373021969575,499.99999999983305,334.700731758866,0.0009999999999976694,0.125,0,350,C:\Users\ADMIN\Desktop\ds-fall\data\raw\WEDA-FALL-main\dataset\50Hz\D03\U03_R01_accel.csv,
weda,raw_timestamp,not applicable,50.0,WEDA processed windows are expected at 50 Hz.,1,49.4658615884812,499.99999999983305,340.96492761843234,0.0009999999999976694,0.13000000000000012,0,354,C:\Users\ADMIN\Desktop\ds-fall\data\raw\WEDA-FALL-main\dataset\50Hz\D03\U04_R01_accel.csv,
weda,raw_timestamp,not applicable,50.0,WEDA processed windows are expected at 50 Hz.,1,49.53595844632014,499.99999999983305,338.18305086565937,0.0009999999999976694,0.12199999999999989,0,347,C:\Users\ADMIN\Desktop\ds-fall\data\raw\WEDA-FALL-main\dataset\50Hz\D03\U05_R01_accel.csv,
weda,raw_timestamp,not applicable,50.0,WEDA processed windows are expected at 50 Hz.,1,49.56512978944894,499.99999999983305,339.6767585981127,0.0009999999999976694,0.12400000000000055,0,386,C:\Users\ADMIN\Desktop\ds-fall\data\raw\WEDA-FALL-main\dataset\50Hz\D03\U06_R01_accel.csv,
weda,raw_timestamp,not applicable,50.0,WEDA processed windows are expected at 50 Hz.,1,49.42392909896602,499.99999999983305,337.48995780284343,0.0009999999999976694,0.15300000000000047,0,459,C:\Users\ADMIN\Desktop\ds-fall\data\raw\WEDA-FALL-main\dataset\50Hz\D03\U07_R01_accel.csv,
weda,raw_timestamp,not applicable,50.0,WEDA processed windows are expected at 50 Hz.,1,49.478299478299476,499.99999999983305,338.6791103948264,0.0009999999999976694,0.20500000000000185,0,479,C:\Users\ADMIN\Desktop\ds-fall\data\raw\WEDA-FALL-main\dataset\50Hz\D03\U08_R01_accel.csv,
weda,raw_timestamp,not applicable,50.0,WEDA processed windows are expected at 50 Hz.,1,49.56349206349206,499.99999999983305,336.22665795082025,0.0009999999999976694,0.13899999999999935,0,331,C:\Users\ADMIN\Desktop\ds-fall\data\raw\WEDA-FALL-main\dataset\50Hz\D03\U09_R01_accel.csv,
weda,raw_timestamp,not applicable,50.0,WEDA processed windows are expected at 50 Hz.,1,49.48913552367052,499.99999999983305,337.5989523541944,0.0009999999999976694,0.12599999999999767,0,477,C:\Users\ADMIN\Desktop\ds-fall\data\raw\WEDA-FALL-main\dataset\50Hz\D03\U10_R01_accel.csv,
weda,raw_timestamp,not applicable,50.0,WEDA processed windows are expected at 50 Hz.,1,49.50870539562145,499.99999999983305,336.30880172625376,0.0009999999999976694,0.13200000000000145,0,378,C:\Users\ADMIN\Desktop\ds-fall\data\raw\WEDA-FALL-main\dataset\50Hz\D03\U11_R01_accel.csv,
weda,raw_timestamp,not applicable,50.0,WEDA processed windows are expected at 50 Hz.,1,49.53316091702099,499.99999999994407,337.17666630120607,0.0009999999999976694,0.19399999999999906,0,295,C:\Users\ADMIN\Desktop\ds-fall\data\raw\WEDA-FALL-main\dataset\50Hz\D03\U12_R01_accel.csv,
weda,raw_timestamp,not applicable,50.0,WEDA processed windows are expected at 50 Hz.,1,49.51763641845041,499.99999999983305,341.3097860343071,0.0009999999999976694,0.123,0,349,C:\Users\ADMIN\Desktop\ds-fall\data\raw\WEDA-FALL-main\dataset\50Hz\D03\U13_R01_accel.csv,
weda,raw_timestamp,not applicable,50.0,WEDA processed windows are expected at 50 Hz.,1,49.50532295075801,499.99999999988853,347.4679506019703,0.0009999999999976694,0.12599999999999945,0,351,C:\Users\ADMIN\Desktop\ds-fall\data\raw\WEDA-FALL-main\dataset\50Hz\D03\U14_R01_accel.csv,
weda,raw_timestamp,not applicable,50.0,WEDA processed windows are expected at 50 Hz.,1,49.54728370221328,499.99999999994407,345.3681013838805,0.0009999999999976694,0.1260000000000001,0,371,C:\Users\ADMIN\Desktop\ds-fall\data\raw\WEDA-FALL-main\dataset\50Hz\D03\U23_R01_accel.csv,
weda,raw_timestamp,not applicable,50.0,WEDA processed windows are expected at 50 Hz.,1,49.51502071394904,499.99999999983305,343.06362405547543,0.0009999999999976694,0.12600000000000033,0,542,C:\Users\ADMIN\Desktop\ds-fall\data\raw\WEDA-FALL-main\dataset\50Hz\D03\U24_R01_accel.csv,
weda,raw_timestamp,not applicable,50.0,WEDA processed windows are expected at 50 Hz.,1,49.53877690468056,499.99999999994407,343.8112752381881,0.0009999999999994458,0.11300000000000043,0,190,C:\Users\ADMIN\Desktop\ds-fall\data\raw\WEDA-FALL-main\dataset\50Hz\D03\U26_R01_accel.csv,
weda,raw_timestamp,not applicable,50.0,WEDA processed windows are expected at 50 Hz.,1,49.51861260074638,499.99999999994407,336.8453984266435,0.0009999999999976694,0.12299999999999756,0,427,C:\Users\ADMIN\Desktop\ds-fall\data\raw\WEDA-FALL-main\dataset\50Hz\D03\U27_R01_accel.csv,
weda,raw_timestamp,not applicable,50.0,WEDA processed windows are expected at 50 Hz.,1,49.504562722750954,499.99999999994407,342.64495137317147,0.0009999999999976694,0.16600000000000037,0,332,C:\Users\ADMIN\Desktop\ds-fall\data\raw\WEDA-FALL-main\dataset\50Hz\D03\U28_R01_accel.csv,
weda,raw_timestamp,not applicable,50.0,WEDA processed windows are expected at 50 Hz.,1,49.51585342699829,499.99999999983305,344.17401293221246,0.0009999999999976694,0.13200000000000145,0,347,C:\Users\ADMIN\Desktop\ds-fall\data\raw\WEDA-FALL-main\dataset\50Hz\D03\U29_R01_accel.csv,
weda,raw_timestamp,not applicable,50.0,WEDA processed windows are expected at 50 Hz.,1,49.45555972751166,499.99999999983305,336.81952544016764,0.0009999999999976694,0.129999999999999,0,251,C:\Users\ADMIN\Desktop\ds-fall\data\raw\WEDA-FALL-main\dataset\50Hz\D03\U30_R01_accel.csv,
weda,raw_timestamp,not applicable,50.0,WEDA processed windows are expected at 50 Hz.,1,49.47091368104421,499.99999999983305,337.3885387124317,0.0009999999999976694,0.125,0,498,C:\Users\ADMIN\Desktop\ds-fall\data\raw\WEDA-FALL-main\dataset\50Hz\D03\U31_R01_accel.csv,
weda,raw_timestamp,not applicable,50.0,WEDA processed windows are expected at 50 Hz.,1,49.66029277859495,499.99999999994407,350.207555179808,0.0009999999999994458,0.1120000000000001,0,189,C:\Users\ADMIN\Desktop\ds-fall\data\raw\WEDA-FALL-main\dataset\50Hz\D04\U01_R01_accel.csv,
weda,raw_timestamp,not applicable,50.0,WEDA processed windows are expected at 50 Hz.,1,49.64478301806043,499.99999999999955,345.3813861778579,0.0009999999999994458,0.1819999999999986,0,153,C:\Users\ADMIN\Desktop\ds-fall\data\raw\WEDA-FALL-main\dataset\50Hz\D04\U02_R01_accel.csv,
weda,raw_timestamp,not applicable,50.0,WEDA processed windows are expected at 50 Hz.,1,49.60971379011275,499.99999999994407,348.0466418392954,0.0009999999999994458,0.11899999999999977,0,152,C:\Users\ADMIN\Desktop\ds-fall\data\raw\WEDA-FALL-main\dataset\50Hz\D04\U03_R01_accel.csv,
weda,raw_timestamp,not applicable,50.0,WEDA processed windows are expected at 50 Hz.,1,49.8818587555789,499.99999999994407,336.5171133913254,0.0009999999999994458,0.138,0,147,C:\Users\ADMIN\Desktop\ds-fall\data\raw\WEDA-FALL-main\dataset\50Hz\D04\U04_R01_accel.csv,
weda,raw_timestamp,not applicable,50.0,WEDA processed windows are expected at 50 Hz.,1,49.6149211505213,499.99999999983305,336.08224592380384,0.0009999999999976694,0.12,0,256,C:\Users\ADMIN\Desktop\ds-fall\data\raw\WEDA-FALL-main\dataset\50Hz\D04\U05_R01_accel.csv,
weda,raw_timestamp,not applicable,50.0,WEDA processed windows are expected at 50 Hz.,1,49.474121228895655,499.99999999994407,339.14213276500993,0.0009999999999994458,0.12400000000000011,0,185,C:\Users\ADMIN\Desktop\ds-fall\data\raw\WEDA-FALL-main\dataset\50Hz\D04\U06_R01_accel.csv,
weda,raw_timestamp,not applicable,50.0,WEDA processed windows are expected at 50 Hz.,1,49.5351835516048,499.99999999994407,346.4540203730105,0.0009999999999994458,0.13599999999999923,0,199,C:\Users\ADMIN\Desktop\ds-fall\data\raw\WEDA-FALL-main\dataset\50Hz\D04\U07_R01_accel.csv,
weda,raw_timestamp,not applicable,50.0,WEDA processed windows are expected at 50 Hz.,1,49.65162262255979,499.99999999983305,331.8875418095263,0.0009999999999994458,0.1269999999999989,0,205,C:\Users\ADMIN\Desktop\ds-fall\data\raw\WEDA-FALL-main\dataset\50Hz\D04\U08_R01_accel.csv,
weda,raw_timestamp,not applicable,50.0,WEDA processed windows are expected at 50 Hz.,1,49.572649572649574,499.99999999983305,336.2128999953374,0.0009999999999994458,0.11900000000000066,0,196,C:\Users\ADMIN\Desktop\ds-fall\data\raw\WEDA-FALL-main\dataset\50Hz\D04\U09_R01_accel.csv,
weda,raw_timestamp,not applicable,50.0,WEDA processed windows are expected at 50 Hz.,1,49.754500818330605,499.99999999994407,333.9693372255179,0.0009999999999994458,0.11899999999999977,0,160,C:\Users\ADMIN\Desktop\ds-fall\data\raw\WEDA-FALL-main\dataset\50Hz\D04\U10_R01_accel.csv,
weda,raw_timestamp,not applicable,50.0,WEDA processed windows are expected at 50 Hz.,1,49.50088882811432,499.99999999983305,343.40309736625903,0.0009999999999994458,0.13199999999999967,0,197,C:\Users\ADMIN\Desktop\ds-fall\data\raw\WEDA-FALL-main\dataset\50Hz\D04\U11_R01_accel.csv,
weda,raw_timestamp,not applicable,50.0,WEDA processed windows are expected at 50 Hz.,1,49.777707208637665,499.99999999983305,336.68747962248517,0.0009999999999994458,0.11199999999999999,0,164,C:\Users\ADMIN\Desktop\ds-fall\data\raw\WEDA-FALL-main\dataset\50Hz\D04\U12_R01_accel.csv,
weda,raw_timestamp,not applicable,50.0,WEDA processed windows are expected at 50 Hz.,1,49.745397571484524,499.99999999994407,337.9918531086533,0.0009999999999994458,0.11799999999999944,0,133,C:\Users\ADMIN\Desktop\ds-fall\data\raw\WEDA-FALL-main\dataset\50Hz\D04\U13_R01_accel.csv,
weda,raw_timestamp,not applicable,50.0,WEDA processed windows are expected at 50 Hz.,1,49.828767123287676,499.99999999994407,336.22773980630103,0.0009999999999994458,0.11599999999999999,0,156,C:\Users\ADMIN\Desktop\ds-fall\data\raw\WEDA-FALL-main\dataset\50Hz\D04\U14_R01_accel.csv,
weda,raw_timestamp,not applicable,50.0,WEDA processed windows are expected at 50 Hz.,1,49.52393124161289,499.99999999983305,344.5117434010027,0.0009999999999994458,0.12199999999999989,0,201,C:\Users\ADMIN\Desktop\ds-fall\data\raw\WEDA-FALL-main\dataset\50Hz\D04\U21_R01_accel.csv,
weda,raw_timestamp,not applicable,50.0,WEDA processed windows are expected at 50 Hz.,1,49.543238244689796,499.99999999983305,340.89448566120547,0.0009999999999976694,0.1280000000000001,0,236,C:\Users\ADMIN\Desktop\ds-fall\data\raw\WEDA-FALL-main\dataset\50Hz\D04\U22_R01_accel.csv,
weda,raw_timestamp,not applicable,50.0,WEDA processed windows are expected at 50 Hz.,1,49.873545776428934,499.99999999999955,339.16597450944096,0.0009999999999994458,0.11500000000000021,0,129,C:\Users\ADMIN\Desktop\ds-fall\data\raw\WEDA-FALL-main\dataset\50Hz\D04\U23_R01_accel.csv,
weda,raw_timestamp,not applicable,50.0,WEDA processed windows are expected at 50 Hz.,1,49.93757802746566,499.99999999999955,346.57725827520375,0.0009999999999994458,0.122,0,89,C:\Users\ADMIN\Desktop\ds-fall\data\raw\WEDA-FALL-main\dataset\50Hz\D04\U24_R01_accel.csv,
weda,raw_timestamp,not applicable,50.0,WEDA processed windows are expected at 50 Hz.,1,49.70160387914957,499.99999999999955,343.0067193866376,0.0009999999999994458,0.13600000000000012,0,145,C:\Users\ADMIN\Desktop\ds-fall\data\raw\WEDA-FALL-main\dataset\50Hz\D04\U25_R01_accel.csv,
weda,raw_timestamp_summary,not applicable,50.0,WEDA processed windows are expected at 50 Hz.,80,49.58830133314238,499.99999999983305,5.567299804925079e-11,0.0009999999999976694,0.20700000000000074,0,20968,multiple,weda raw timestamp median fs=500.00 Hz differs from expected/configured 50.0 Hz.
umafall,processed_window,100,50.0,UMAFall SensorTag wrist streams are treated as about 20 Hz and resampled to 50 Hz by timestamp interpolation.,0,,,,,,not available,not available,,
umafall,raw_timestamp,not applicable,50.0,UMAFall SensorTag wrist streams are treated as about 20 Hz and resampled to 50 Hz by timestamp interpolation.,1,20.063286878071775,20.408163265306122,40.30304336152669,0.004,0.133,0,58,C:\Users\ADMIN\Desktop\ds-fall\data\raw\UMAFall\UMAFall_Subject_01_ADL_Aplausing_1_2017-04-14_23-38-23.csv,
umafall,raw_timestamp,not applicable,50.0,UMAFall SensorTag wrist streams are treated as about 20 Hz and resampled to 50 Hz by timestamp interpolation.,1,20.176205528280313,20.408163265306122,44.481261624794755,0.003,0.111,0,54,C:\Users\ADMIN\Desktop\ds-fall\data\raw\UMAFall\UMAFall_Subject_01_ADL_HandsUp_1_2017-04-14_23-32-44.csv,
umafall,raw_timestamp,not applicable,50.0,UMAFall SensorTag wrist streams are treated as about 20 Hz and resampled to 50 Hz by timestamp interpolation.,1,20.084922828064975,20.408163265306122,47.409242505386764,0.003,0.105,0,63,C:\Users\ADMIN\Desktop\ds-fall\data\raw\UMAFall\UMAFall_Subject_01_ADL_MakingACall_1_2017-04-14_23-30-27.csv,
umafall,raw_timestamp,not applicable,50.0,UMAFall SensorTag wrist streams are treated as about 20 Hz and resampled to 50 Hz by timestamp interpolation.,1,20.169994603345927,20.408163265306122,40.017857652260105,0.004,0.105,0,47,C:\Users\ADMIN\Desktop\ds-fall\data\raw\UMAFall\UMAFall_Subject_01_ADL_OpeningDoor_1_2017-04-14_23-35-12.csv,
umafall,raw_timestamp,not applicable,50.0,UMAFall SensorTag wrist streams are treated as about 20 Hz and resampled to 50 Hz by timestamp interpolation.,1,20.15368023726072,20.408163265306122,37.33327416419615,0.004,0.10200000000000001,0,47,C:\Users\ADMIN\Desktop\ds-fall\data\raw\UMAFall\UMAFall_Subject_01_ADL_Sitting_GettingUpOnAChair_1_2017-04-14_23-28-16.csv,
umafall,raw_timestamp,not applicable,50.0,UMAFall SensorTag wrist streams are treated as about 20 Hz and resampled to 50 Hz by timestamp interpolation.,1,20.00140854989788,20.408163265306122,20.55743778844765,0.005,0.122,0,34,C:\Users\ADMIN\Desktop\ds-fall\data\raw\UMAFall\UMAFall_Subject_01_ADL_Walking_1_2017-04-14_23-25-52.csv,
