window_id,dataset,subject_id,trial_id,activity,fall_label,direction_label,split,experiment_split
w25_00003772,weda,U04,D03_R01,stairs,0,none,test,test
w25_00003773,weda,U04,D03_R01,stairs,0,none,test,test
w25_00003774,weda,U04,D03_R01,stairs,0,none,test,test
w25_00003775,weda,U05,D03_R01,stairs,0,none,val,val
w25_00003776,weda,U05,D03_R01,stairs,0,none,val,val
w25_00003777,weda,U05,D03_R01,stairs,0,none,val,val
w25_00003778,weda,U05,D03_R01,stairs,0,none,val,val
w25_00003779,weda,U05,D03_R01,stairs,0,none,val,val
w25_00003780,weda,U06,D03_R01,stairs,0,none,train,train
w25_00003781,weda,U06,D03_R01,stairs,0,none,train,train
w25_00003782,weda,U06,D03_R01,stairs,0,none,train,train
w25_00003783,weda,U06,D03_R01,stairs,0,none,train,train
w25_00003784,weda,U06,D03_R01,stairs,0,none,train,train
w25_00003785,weda,U07,D03_R01,stairs,0,none,train,train
w25_00003786,weda,U07,D03_R01,stairs,0,none,train,train
w25_00003787,weda,U07,D03_R01,stairs,0,none,train,train
w25_00003788,weda,U07,D03_R01,stairs,0,none,train,train
w25_00003789,weda,U07,D03_R01,stairs,0,none,train,train
w25_00003790,weda,U08,D03_R01,stairs,0,none,train,train
w25_00003791,weda,U08,D03_R01,stairs,0,none,train,train
w25_00003792,weda,U08,D03_R01,stairs,0,none,train,train
w25_00003793,weda,U08,D03_R01,stairs,0,none,train,train
w25_00003794,weda,U08,D03_R01,stairs,0,none,train,train
w25_00003795,weda,U09,D03_R01,stairs,0,none,train,train
w25_00003796,weda,U09,D03_R01,stairs,0,none,train,train
w25_00003797,weda,U09,D03_R01,stairs,0,none,train,train
w25_00003798,weda,U09,D03_R01,stairs,0,none,train,train
w25_00003799,weda,U09,D03_R01,stairs,0,none,train,train
w25_00003800,weda,U10,D03_R01,stairs,0,none,train,train
w25_00003801,weda,U10,D03_R01,stairs,0,none,train,train
w25_00003802,weda,U10,D03_R01,stairs,0,none,train,train
w25_00003803,weda,U10,D03_R01,stairs,0,none,train,train
w25_00003804,weda,U10,D03_R01,stairs,0,none,train,train
w25_00003805,weda,U11,D03_R01,stairs,0,none,train,train
w25_00003806,weda,U11,D03_R01,stairs,0,none,train,train
w25_00003807,weda,U11,D03_R01,stairs,0,none,train,train
w25_00003808,weda,U11,D03_R01,stairs,0,none,train,train
w25_00003809,weda,U11,D03_R01,stairs,0,none,train,train
w25_00003810,weda,U12,D03_R01,stairs,0,none,train,train
w25_00003811,weda,U12,D03_R01,stairs,0,none,train,train
w25_00003812,weda,U12,D03_R01,stairs,0,none,train,train
w25_00003813,weda,U12,D03_R01,stairs,0,none,train,train
w25_00003814,weda,U12,D03_R01,stairs,0,none,train,train
w25_00003815,weda,U13,D03_R01,stairs,0,none,train,train
w25_00003816,weda,U13,D03_R01,stairs,0,none,train,train
w25_00003817,weda,U13,D03_R01,stairs,0,none,train,train
w25_00003818,weda,U13,D03_R01,stairs,0,none,train,train
w25_00003819,weda,U13,D03_R01,stairs,0,none,train,train
w25_00003820,weda,U14,D03_R01,stairs,0,none,train,train
w25_00003821,weda,U14,D03_R01,stairs,0,none,train,train
w25_00003822,weda,U14,D03_R01,stairs,0,none,train,train
w25_00003823,weda,U14,D03_R01,stairs,0,none,train,train
w25_00003824,weda,U14,D03_R01,stairs,0,none,train,train
w25_00003825,weda,U23,D03_R01,stairs,0,none,train,train
w25_00003826,weda,U23,D03_R01,stairs,0,none,train,train
w25_00003827,weda,U23,D03_R01,stairs,0,none,train,train
w25_00003828,weda,U23,D03_R01,stairs,0,none,train,train
w25_00003829,weda,U23,D03_R01,stairs,0,none,train,train
w25_00003830,weda,U24,D03_R01,stairs,0,none,test,test
w25_00003831,weda,U24,D03_R01,stairs,0,none,test,test
w25_00003832,weda,U24,D03_R01,stairs,0,none,test,test
w25_00003833,weda,U24,D03_R01,stairs,0,none,test,test
w25_00003834,weda,U24,D03_R01,stairs,0,none,test,test
w25_00003835,weda,U26,D03_R01,stairs,0,none,val,val
w25_00003836,weda,U26,D03_R01,stairs,0,none,val,val
w25_00003837,weda,U26,D03_R01,stairs,0,none,val,val
w25_00003838,weda,U26,D03_R01,stairs,0,none,val,val
w25_00003839,weda,U26,D03_R01,stairs,0,none,val,val
w25_00003840,weda,U27,D03_R01,stairs,0,none,train,train
w25_00003841,weda,U27,D03_R01,stairs,0,none,train,train
w25_00003842,weda,U27,D03_R01,stairs,0,none,train,train
w25_00003843,weda,U27,D03_R01,stairs,0,none,train,train
w25_00003844,weda,U27,D03_R01,stairs,0,none,train,train
w25_00003845,weda,U28,D03_R01,stairs,0,none,train,train
w25_00003846,weda,U28,D03_R01,stairs,0,none,train,train
w25_00003847,weda,U28,D03_R01,stairs,0,none,train,train
w25_00003848,weda,U28,D03_R01,stairs,0,none,train,train
w25_00003849,weda,U28,D03_R01,stairs,0,none,train,train
w25_00003850,weda,U29,D03_R01,stairs,0,none,train,train
w25_00003851,weda,U29,D03_R01,stairs,0,none,train,train
w25_00003852,weda,U29,D03_R01,stairs,0,none,train,train
w25_00003853,weda,U29,D03_R01,stairs,0,none,train,train
w25_00003854,weda,U29,D03_R01,stairs,0,none,train,train
w25_00003855,weda,U30,D03_R01,stairs,0,none,val,val
w25_00003856,weda,U30,D03_R01,stairs,0,none,val,val
w25_00003857,weda,U30,D03_R01,stairs,0,none,val,val
w25_00003858,weda,U30,D03_R01,stairs,0,none,val,val
w25_00003859,weda,U30,D03_R01,stairs,0,none,val,val
w25_00003860,weda,U31,D03_R01,stairs,0,none,train,train
w25_00003861,weda,U31,D03_R01,stairs,0,none,train,train
w25_00003862,weda,U31,D03_R01,stairs,0,none,train,train
w25_00003863,weda,U31,D03_R01,stairs,0,none,train,train
w25_00003864,weda,U31,D03_R01,stairs,0,none,train,train
w25_00003865,weda,U01,D04_R01,sit_wait_stand,0,none,train,train
w25_00003866,weda,U01,D04_R01,sit_wait_stand,0,none,train,train
w25_00003867,weda,U01,D04_R01,sit_wait_stand,0,none,train,train
w25_00003868,weda,U01,D04_R01,sit_wait_stand,0,none,train,train
w25_00003869,weda,U01,D04_R01,sit_wait_stand,0,none,train,train
w25_00003870,weda,U02,D04_R01,sit_wait_stand,0,none,train,train
w25_00003871,weda,U02,D04_R01,sit_wait_stand,0,none,train,train
w25_00003872,weda,U02,D04_R01,sit_wait_stand,0,none,train,train
w25_00003873,weda,U02,D04_R01,sit_wait_stand,0,none,train,train
w25_00003874,weda,U02,D04_R01,sit_wait_stand,0,none,train,train
w25_00003875,weda,U03,D04_R01,sit_wait_stand,0,none,train,train
w25_00003876,weda,U03,D04_R01,sit_wait_stand,0,none,train,train
w25_00003877,weda,U03,D04_R01,sit_wait_stand,0,none,train,train
w25_00003878,weda,U03,D04_R01,sit_wait_stand,0,none,train,train
w25_00003879,weda,U03,D04_R01,sit_wait_stand,0,none,train,train
w25_00003880,weda,U04,D04_R01,sit_wait_stand,0,none,test,test
w25_00003881,weda,U04,D04_R01,sit_wait_stand,0,none,test,test
w25_00003882,weda,U04,D04_R01,sit_wait_stand,0,none,test,test
w25_00003883,weda,U04,D04_R01,sit_wait_stand,0,none,test,test
w25_00003884,weda,U04,D04_R01,sit_wait_stand,0,none,test,test
w25_00003885,weda,U05,D04_R01,sit_wait_stand,0,none,val,val
w25_00003886,weda,U05,D04_R01,sit_wait_stand,0,none,val,val
w25_00003887,weda,U05,D04_R01,sit_wait_stand,0,none,val,val
w25_00003888,weda,U05,D04_R01,sit_wait_stand,0,none,val,val
w25_00003889,weda,U05,D04_R01,sit_wait_stand,0,none,val,val
w25_00003890,weda,U06,D04_R01,sit_wait_stand,0,none,train,train
w25_00003891,weda,U06,D04_R01,sit_wait_stand,0,none,train,train
w25_00003892,weda,U06,D04_R01,sit_wait_stand,0,none,train,train
w25_00003893,weda,U06,D04_R01,sit_wait_stand,0,none,train,train
w25_00003894,weda,U06,D04_R01,sit_wait_stand,0,none,train,train
w25_00003895,weda,U07,D04_R01,sit_wait_stand,0,none,train,train
w25_00003896,weda,U07,D04_R01,sit_wait_stand,0,none,train,train
w25_00003897,weda,U07,D04_R01,sit_wait_stand,0,none,train,train
w25_00003898,weda,U07,D04_R01,sit_wait_stand,0,none,train,train
w25_00003899,weda,U07,D04_R01,sit_wait_stand,0,none,train,train
w25_00003900,weda,U08,D04_R01,sit_wait_stand,0,none,train,train
w25_00003901,weda,U08,D04_R01,sit_wait_stand,0,none,train,train
w25_00003902,weda,U08,D04_R01,sit_wait_stand,0,none,train,train
w25_00003903,weda,U08,D04_R01,sit_wait_stand,0,none,train,train
w25_00003904,weda,U08,D04_R01,sit_wait_stand,0,none,train,train
w25_00003905,weda,U09,D04_R01,sit_wait_stand,0,none,train,train
w25_00003906,weda,U09,D04_R01,sit_wait_stand,0,none,train,train
w25_00003907,weda,U09,D04_R01,sit_wait_stand,0,none,train,train
w25_00003908,weda,U09,D04_R01,sit_wait_stand,0,none,train,train
w25_00003909,weda,U09,D04_R01,sit_wait_stand,0,none,train,train
w25_00003910,weda,U10,D04_R01,sit_wait_stand,0,none,train,train
w25_00003911,weda,U10,D04_R01,sit_wait_stand,0,none,train,train
w25_00003912,weda,U10,D04_R01,sit_wait_stand,0,none,train,train
w25_00003913,weda,U10,D04_R01,sit_wait_stand,0,none,train,train
w25_00003914,weda,U10,D04_R01,sit_wait_stand,0,none,train,train
w25_00003915,weda,U11,D04_R01,sit_wait_stand,0,none,train,train
w25_00003916,weda,U11,D04_R01,sit_wait_stand,0,none,train,train
w25_00003917,weda,U11,D04_R01,sit_wait_stand,0,none,train,train
w25_00003918,weda,U11,D04_R01,sit_wait_stand,0,none,train,train
w25_00003919,weda,U11,D04_R01,sit_wait_stand,0,none,train,train
w25_00003920,weda,U12,D04_R01,sit_wait_stand,0,none,train,train
w25_00003921,weda,U12,D04_R01,sit_wait_stand,0,none,train,train
w25_00003922,weda,U12,D04_R01,sit_wait_stand,0,none,train,train
w25_00003923,weda,U12,D04_R01,sit_wait_stand,0,none,train,train
w25_00003924,weda,U12,D04_R01,sit_wait_stand,0,none,train,train
w25_00003925,weda,U13,D04_R01,sit_wait_stand,0,none,train,train
w25_00003926,weda,U13,D04_R01,sit_wait_stand,0,none,train,train
w25_00003927,weda,U13,D04_R01,sit_wait_stand,0,none,train,train
w25_00003928,weda,U13,D04_R01,sit_wait_stand,0,none,train,train
w25_00003929,weda,U13,D04_R01,sit_wait_stand,0,none,train,train
w25_00003930,weda,U14,D04_R01,sit_wait_stand,0,none,train,train
w25_00003931,weda,U14,D04_R01,sit_wait_stand,0,none,train,train
w25_00003932,weda,U14,D04_R01,sit_wait_stand,0,none,train,train
w25_00003933,weda,U14,D04_R01,sit_wait_stand,0,none,train,train
w25_00003934,weda,U14,D04_R01,sit_wait_stand,0,none,train,train
w25_00003935,weda,U21,D04_R01,sit_wait_stand,0,none,val,val
w25_00003936,weda,U21,D04_R01,sit_wait_stand,0,none,val,val
w25_00003937,weda,U21,D04_R01,sit_wait_stand,0,none,val,val
w25_00003938,weda,U21,D04_R01,sit_wait_stand,0,none,val,val
w25_00003939,weda,U21,D04_R01,sit_wait_stand,0,none,val,val
w25_00003940,weda,U22,D04_R01,sit_wait_stand,0,none,train,train
w25_00003941,weda,U22,D04_R01,sit_wait_stand,0,none,train,train
w25_00003942,weda,U22,D04_R01,sit_wait_stand,0,none,train,train
w25_00003943,weda,U22,D04_R01,sit_wait_stand,0,none,train,train
w25_00003944,weda,U22,D04_R01,sit_wait_stand,0,none,train,train
w25_00003945,weda,U23,D04_R01,sit_wait_stand,0,none,train,train
w25_00003946,weda,U23,D04_R01,sit_wait_stand,0,none,train,train
w25_00003947,weda,U23,D04_R01,sit_wait_stand,0,none,train,train
w25_00003948,weda,U23,D04_R01,sit_wait_stand,0,none,train,train
w25_00003949,weda,U23,D04_R01,sit_wait_stand,0,none,train,train
w25_00003950,weda,U24,D04_R01,sit_wait_stand,0,none,test,test
w25_00003951,weda,U24,D04_R01,sit_wait_stand,0,none,test,test
w25_00003952,weda,U24,D04_R01,sit_wait_stand,0,none,test,test
w25_00003953,weda,U24,D04_R01,sit_wait_stand,0,none,test,test
w25_00003954,weda,U24,D04_R01,sit_wait_stand,0,none,test,test
w25_00003955,weda,U25,D04_R01,sit_wait_stand,0,none,test,test
w25_00003956,weda,U25,D04_R01,sit_wait_stand,0,none,test,test
w25_00003957,weda,U25,D04_R01,sit_wait_stand,0,none,test,test
w25_00003958,weda,U25,D04_R01,sit_wait_stand,0,none,test,test
w25_00003959,weda,U25,D04_R01,sit_wait_stand,0,none,test,test
w25_00003960,weda,U26,D04_R01,sit_wait_stand,0,none,val,val
w25_00003961,weda,U26,D04_R01,sit_wait_stand,0,none,val,val
w25_00003962,weda,U26,D04_R01,sit_wait_stand,0,none,val,val
w25_00003963,weda,U26,D04_R01,sit_wait_stand,0,none,val,val
w25_00003964,weda,U26,D04_R01,sit_wait_stand,0,none,val,val
w25_00003965,weda,U27,D04_R01,sit_wait_stand,0,none,train,train
w25_00003966,weda,U27,D04_R01,sit_wait_stand,0,none,train,train
w25_00003967,weda,U27,D04_R01,sit_wait_stand,0,none,train,train
w25_00003968,weda,U27,D04_R01,sit_wait_stand,0,none,train,train
w25_00003969,weda,U27,D04_R01,sit_wait_stand,0,none,train,train
w25_00003970,weda,U28,D04_R01,sit_wait_stand,0,none,train,train
w25_00003971,weda,U28,D04_R01,sit_wait_stand,0,none,train,train
w25_00003972,weda,U28,D04_R01,sit_wait_stand,0,none,train,train
w25_00003973,weda,U28,D04_R01,sit_wait_stand,0,none,train,train
w25_00003974,weda,U28,D04_R01,sit_wait_stand,0,none,train,train
w25_00003975,weda,U29,D04_R01,sit_wait_stand,0,none,train,train
w25_00003976,weda,U29,D04_R01,sit_wait_stand,0,none,train,train
w25_00003977,weda,U29,D04_R01,sit_wait_stand,0,none,train,train
w25_00003978,weda,U29,D04_R01,sit_wait_stand,0,none,train,train
w25_00003979,weda,U29,D04_R01,sit_wait_stand,0,none,train,train
w25_00003980,weda,U30,D04_R01,sit_wait_stand,0,none,val,val
w25_00003981,weda,U30,D04_R01,sit_wait_stand,0,none,val,val
w25_00003982,weda,U30,D04_R01,sit_wait_stand,0,none,val,val
w25_00003983,weda,U30,D04_R01,sit_wait_stand,0,none,val,val
w25_00003984,weda,U30,D04_R01,sit_wait_stand,0,none,val,val
w25_00003985,weda,U31,D04_R01,sit_wait_stand,0,none,train,train
w25_00003986,weda,U31,D04_R01,sit_wait_stand,0,none,train,train
w25_00003987,weda,U31,D04_R01,sit_wait_stand,0,none,train,train
w25_00003988,weda,U31,D04_R01,sit_wait_stand,0,none,train,train
w25_00003989,weda,U31,D04_R01,sit_wait_stand,0,none,train,train
w25_00003990,weda,U01,D05_R01,collapse_into_chair,0,none,train,train
w25_00003991,weda,U01,D05_R01,collapse_into_chair,0,none,train,train
