window_id,dataset,split,subject_id,trial_id,activity,fall_label,ref_fall_prob,hard_negative_score,hn_feature_rule,hn_prediction_rule,prediction_rule_threshold,saved_reference_test_fp,feature_rule_threshold
w25_00000022,bits,train,user1,user1_adl4,jumping,0,0.004214276559650898,,False,False,0.5,False,0.7667769784172662
w25_00000023,bits,train,user1,user1_adl5,climbing_up_slowly,0,0.00016672414494678378,,False,False,0.5,False,0.7667769784172662
w25_00000024,bits,train,user1,user1_adl5,climbing_up_slowly,0,2.48639644269133e-05,,False,False,0.5,False,0.7667769784172662
w25_00000025,bits,train,user1,user1_adl5,climbing_up_slowly,0,1.4738594700247631e-06,,False,False,0.5,False,0.7667769784172662
w25_00000026,bits,train,user1,user1_adl5,climbing_up_slowly,0,4.7336328634628444e-08,,False,False,0.5,False,0.7667769784172662
w25_00000027,bits,train,user1,user1_adl5,climbing_up_slowly,0,1.9612273263192037e-06,,False,False,0.5,False,0.7667769784172662
w25_00000028,bits,train,user1,user1_adl8,climbing_down_normally,0,3.542090780683793e-05,,False,False,0.5,False,0.7667769784172662
w25_00000029,bits,train,user1,user1_adl8,climbing_down_normally,0,2.0785015294677578e-05,,False,False,0.5,False,0.7667769784172662
w25_00000030,bits,train,user1,user1_adl9,slowly_sitting_on_chair,0,1.8469575024937512e-06,,False,False,0.5,False,0.7667769784172662
w25_00000031,bits,train,user1,user1_adl9,slowly_sitting_on_chair,0,9.831567695073318e-06,,False,False,0.5,False,0.7667769784172662
w25_00000032,bits,train,user1,user1_adl9,slowly_sitting_on_chair,0,7.531302981078625e-05,,False,False,0.5,False,0.7667769784172662
w25_00000033,bits,train,user1,user1_adl9,slowly_sitting_on_chair,0,1.4663219189969823e-05,,False,False,0.5,False,0.7667769784172662
w25_00000034,bits,train,user1,user1_adl9,slowly_sitting_on_chair,0,5.252001074040891e-07,,False,False,0.5,False,0.7667769784172662
w25_00000035,bits,train,user10,user10_adl1,walking_slowly,0,0.0003594257577788085,,False,False,0.5,False,0.7667769784172662
w25_00000036,bits,train,user10,user10_adl1,walking_slowly,0,0.0004672946233768016,,False,False,0.5,False,0.7667769784172662
w25_00000037,bits,train,user10,user10_adl1,walking_slowly,0,5.821285412821453e-06,,False,False,0.5,False,0.7667769784172662
w25_00000038,bits,train,user10,user10_adl1,walking_slowly,0,8.832790285850933e-07,,False,False,0.5,False,0.7667769784172662
w25_00000039,bits,train,user10,user10_adl1,walking_slowly,0,8.86897950636012e-08,,False,False,0.5,False,0.7667769784172662
w25_00000040,bits,train,user10,user10_adl10,rapidly_sitting_on_chair,0,4.661765615310287e-06,,False,False,0.5,False,0.7667769784172662
w25_00000041,bits,train,user10,user10_adl10,rapidly_sitting_on_chair,0,4.744108991872054e-06,,False,False,0.5,False,0.7667769784172662
w25_00000042,bits,train,user10,user10_adl10,rapidly_sitting_on_chair,0,1.1105976227554493e-05,,False,False,0.5,False,0.7667769784172662
w25_00000043,bits,train,user10,user10_adl10,rapidly_sitting_on_chair,0,2.7507267077453434e-05,,False,False,0.5,False,0.7667769784172662
w25_00000044,bits,train,user10,user10_adl10,rapidly_sitting_on_chair,0,3.790450136875734e-05,,False,False,0.5,False,0.7667769784172662
w25_00000045,bits,train,user10,user10_adl11,nearly_sitting_and_getting_up,0,6.840636615379481e-06,,False,False,0.5,False,0.7667769784172662
w25_00000046,bits,train,user10,user10_adl11,nearly_sitting_and_getting_up,0,1.357214728159306e-06,,False,False,0.5,False,0.7667769784172662
w25_00000047,bits,train,user10,user10_adl11,nearly_sitting_and_getting_up,0,6.417425879590155e-07,,False,False,0.5,False,0.7667769784172662
w25_00000048,bits,train,user10,user10_adl11,nearly_sitting_and_getting_up,0,1.9455681865565566e-07,,False,False,0.5,False,0.7667769784172662
w25_00000049,bits,train,user10,user10_adl11,nearly_sitting_and_getting_up,0,3.038101112906588e-07,,False,False,0.5,False,0.7667769784172662
w25_00000050,bits,train,user10,user10_adl12,swinging_hands,0,2.4093953925330425e-06,,False,False,0.5,False,0.7667769784172662
w25_00000051,bits,train,user10,user10_adl12,swinging_hands,0,0.00041391397826373577,,False,False,0.5,False,0.7667769784172662
w25_00000052,bits,train,user10,user10_adl12,swinging_hands,0,0.0009899879805743694,,False,False,0.5,False,0.7667769784172662
w25_00000053,bits,train,user10,user10_adl12,swinging_hands,0,3.636170004028827e-05,,False,False,0.5,False,0.7667769784172662
w25_00000054,bits,train,user10,user10_adl12,swinging_hands,0,1.8098791770171374e-05,,False,False,0.5,False,0.7667769784172662
w25_00000055,bits,train,user10,user10_adl13,lying_on_bed,0,1.2446618180561586e-09,,False,False,0.5,False,0.7667769784172662
w25_00000056,bits,train,user10,user10_adl13,lying_on_bed,0,1.1371661390313648e-09,,False,False,0.5,False,0.7667769784172662
w25_00000057,bits,train,user10,user10_adl13,lying_on_bed,0,1.0083307522279483e-09,,False,False,0.5,False,0.7667769784172662
w25_00000058,bits,train,user10,user10_adl13,lying_on_bed,0,1.0011060869175026e-09,,False,False,0.5,False,0.7667769784172662
w25_00000059,bits,train,user10,user10_adl13,lying_on_bed,0,9.655606314495913e-10,,False,False,0.5,False,0.7667769784172662
w25_00000060,bits,train,user10,user10_adl14,lying_on_back_getting_up_slowly,0,3.6686324165202677e-06,,False,False,0.5,False,0.7667769784172662
w25_00000061,bits,train,user10,user10_adl14,lying_on_back_getting_up_slowly,0,9.422208677278832e-06,,False,False,0.5,False,0.7667769784172662
w25_00000062,bits,train,user10,user10_adl14,lying_on_back_getting_up_slowly,0,2.6336192604503594e-07,,False,False,0.5,False,0.7667769784172662
w25_00000063,bits,train,user10,user10_adl14,lying_on_back_getting_up_slowly,0,5.503808253592979e-08,,False,False,0.5,False,0.7667769784172662
w25_00000064,bits,train,user10,user10_adl14,lying_on_back_getting_up_slowly,0,7.090927311992345e-08,,False,False,0.5,False,0.7667769784172662
w25_00000065,bits,train,user10,user10_adl15,lying_on_back_getting_up_normally,0,4.6466161474079115e-10,,False,False,0.5,False,0.7667769784172662
w25_00000066,bits,train,user10,user10_adl15,lying_on_back_getting_up_normally,0,4.191531011166205e-10,,False,False,0.5,False,0.7667769784172662
w25_00000067,bits,train,user10,user10_adl15,lying_on_back_getting_up_normally,0,3.037205487110839e-10,,False,False,0.5,False,0.7667769784172662
w25_00000068,bits,train,user10,user10_adl15,lying_on_back_getting_up_normally,0,3.488628552705819e-10,,False,False,0.5,False,0.7667769784172662
w25_00000069,bits,train,user10,user10_adl15,lying_on_back_getting_up_normally,0,4.707544354332072e-10,,False,False,0.5,False,0.7667769784172662
w25_00000070,bits,train,user10,user10_adl16,lying_sideways_to_back,0,2.68868916464271e-07,,False,False,0.5,False,0.7667769784172662
w25_00000071,bits,train,user10,user10_adl16,lying_sideways_to_back,0,2.201480810981593e-07,,False,False,0.5,False,0.7667769784172662
w25_00000072,bits,train,user10,user10_adl16,lying_sideways_to_back,0,3.148919631712488e-07,,False,False,0.5,False,0.7667769784172662
w25_00000073,bits,train,user10,user10_adl16,lying_sideways_to_back,0,1.366426261029119e-07,,False,False,0.5,False,0.7667769784172662
w25_00000074,bits,train,user10,user10_adl16,lying_sideways_to_back,0,9.553303925713408e-08,,False,False,0.5,False,0.7667769784172662
w25_00000075,bits,train,user10,user10_adl2,walking_quickly,0,4.563913171296008e-05,,False,False,0.5,False,0.7667769784172662
w25_00000076,bits,train,user10,user10_adl2,walking_quickly,0,3.6731169075210346e-06,,False,False,0.5,False,0.7667769784172662
w25_00000077,bits,train,user10,user10_adl2,walking_quickly,0,6.937902696790843e-09,,False,False,0.5,False,0.7667769784172662
w25_00000078,bits,train,user10,user10_adl2,walking_quickly,0,2.657834397012948e-09,,False,False,0.5,False,0.7667769784172662
w25_00000079,bits,train,user10,user10_adl2,walking_quickly,0,2.4826911637632065e-09,,False,False,0.5,False,0.7667769784172662
w25_00000080,bits,train,user10,user10_adl3,jogging,0,1.8519739342082175e-07,,False,False,0.5,False,0.7667769784172662
w25_00000081,bits,train,user10,user10_adl3,jogging,0,9.194594419170699e-09,,False,False,0.5,False,0.7667769784172662
w25_00000082,bits,train,user10,user10_adl3,jogging,0,3.375800616822744e-08,,False,False,0.5,False,0.7667769784172662
w25_00000083,bits,train,user10,user10_adl3,jogging,0,3.651866009590776e-08,,False,False,0.5,False,0.7667769784172662
w25_00000084,bits,train,user10,user10_adl3,jogging,0,1.1551917111773946e-07,,False,False,0.5,False,0.7667769784172662
w25_00000085,bits,train,user10,user10_adl4,jumping,0,1.274228543479694e-05,,False,False,0.5,False,0.7667769784172662
w25_00000086,bits,train,user10,user10_adl4,jumping,0,2.0602603854058543e-06,,False,False,0.5,False,0.7667769784172662
w25_00000087,bits,train,user10,user10_adl4,jumping,0,1.3055627334779274e-07,,False,False,0.5,False,0.7667769784172662
w25_00000088,bits,train,user10,user10_adl4,jumping,0,3.697732964269562e-08,,False,False,0.5,False,0.7667769784172662
w25_00000089,bits,train,user10,user10_adl4,jumping,0,1.569215783092659e-06,,False,False,0.5,False,0.7667769784172662
w25_00000090,bits,train,user10,user10_adl5,climbing_up_slowly,0,5.743855169271228e-08,,False,False,0.5,False,0.7667769784172662
w25_00000091,bits,train,user10,user10_adl5,climbing_up_slowly,0,1.7619125003420777e-07,,False,False,0.5,False,0.7667769784172662
w25_00000092,bits,train,user10,user10_adl5,climbing_up_slowly,0,6.89250612140313e-07,,False,False,0.5,False,0.7667769784172662
w25_00000093,bits,train,user10,user10_adl5,climbing_up_slowly,0,7.786893547745422e-07,,False,False,0.5,False,0.7667769784172662
w25_00000094,bits,train,user10,user10_adl5,climbing_up_slowly,0,2.508370016585104e-06,,False,False,0.5,False,0.7667769784172662
w25_00000095,bits,train,user10,user10_adl6,climbing_down_slowly,0,7.030567417132261e-08,,False,False,0.5,False,0.7667769784172662
w25_00000096,bits,train,user10,user10_adl6,climbing_down_slowly,0,7.721553885176036e-08,,False,False,0.5,False,0.7667769784172662
w25_00000097,bits,train,user10,user10_adl6,climbing_down_slowly,0,1.9684192409386014e-07,,False,False,0.5,False,0.7667769784172662
w25_00000098,bits,train,user10,user10_adl6,climbing_down_slowly,0,7.810695734633555e-08,,False,False,0.5,False,0.7667769784172662
w25_00000099,bits,train,user10,user10_adl6,climbing_down_slowly,0,9.865527950125852e-09,,False,False,0.5,False,0.7667769784172662
w25_00000100,bits,train,user10,user10_adl7,climbing_up_normally,0,5.146681587575586e-07,,False,False,0.5,False,0.7667769784172662
w25_00000101,bits,train,user10,user10_adl7,climbing_up_normally,0,2.2967205950408243e-06,,False,False,0.5,False,0.7667769784172662
w25_00000102,bits,train,user10,user10_adl7,climbing_up_normally,0,1.0462350701345713e-06,,False,False,0.5,False,0.7667769784172662
w25_00000103,bits,train,user10,user10_adl7,climbing_up_normally,0,2.569407115515787e-06,,False,False,0.5,False,0.7667769784172662
w25_00000104,bits,train,user10,user10_adl7,climbing_up_normally,0,1.081698155758204e-05,,False,False,0.5,False,0.7667769784172662
w25_00000105,bits,train,user10,user10_adl8,climbing_down_normally,0,1.6116498358087483e-08,,False,False,0.5,False,0.7667769784172662
w25_00000106,bits,train,user10,user10_adl8,climbing_down_normally,0,1.5597990454807587e-08,,False,False,0.5,False,0.7667769784172662
w25_00000107,bits,train,user10,user10_adl8,climbing_down_normally,0,6.0678160274107995e-09,,False,False,0.5,False,0.7667769784172662
w25_00000108,bits,train,user10,user10_adl8,climbing_down_normally,0,6.828099863298576e-09,,False,False,0.5,False,0.7667769784172662
w25_00000109,bits,train,user10,user10_adl8,climbing_down_normally,0,6.0944116420103e-09,,False,False,0.5,False,0.7667769784172662
w25_00000110,bits,train,user10,user10_adl9,slowly_sitting_on_chair,0,0.03733094781637192,,False,False,0.5,False,0.7667769784172662
w25_00000111,bits,train,user10,user10_adl9,slowly_sitting_on_chair,0,1.101526322599966e-05,,False,False,0.5,False,0.7667769784172662
w25_00000112,bits,train,user10,user10_adl9,slowly_sitting_on_chair,0,1.6644425215872616e-07,,False,False,0.5,False,0.7667769784172662
w25_00000113,bits,train,user10,user10_adl9,slowly_sitting_on_chair,0,1.9660254224618257e-07,,False,False,0.5,False,0.7667769784172662
w25_00000114,bits,train,user10,user10_adl9,slowly_sitting_on_chair,0,7.585980483781896e-07,,False,False,0.5,False,0.7667769784172662
w25_00000115,bits,train,user11,user11_adl1,walking_slowly,0,1.0200559330542092e-07,,False,False,0.5,False,0.7667769784172662
w25_00000116,bits,train,user11,user11_adl1,walking_slowly,0,1.0177646458942036e-07,,False,False,0.5,False,0.7667769784172662
w25_00000117,bits,train,user11,user11_adl1,walking_slowly,0,1.5091937655142829e-07,,False,False,0.5,False,0.7667769784172662
w25_00000118,bits,train,user11,user11_adl1,walking_slowly,0,2.685109450339951e-07,,False,False,0.5,False,0.7667769784172662
w25_00000119,bits,train,user11,user11_adl1,walking_slowly,0,9.08782169517508e-07,,False,False,0.5,False,0.7667769784172662
w25_00000120,bits,train,user11,user11_adl10,rapidly_sitting_on_chair,0,2.387466884101741e-05,,False,False,0.5,False,0.7667769784172662
w25_00000121,bits,train,user11,user11_adl10,rapidly_sitting_on_chair,0,0.00012135486758779734,,False,False,0.5,False,0.7667769784172662
w25_00000122,bits,train,user11,user11_adl10,rapidly_sitting_on_chair,0,3.913599357474595e-05,,False,False,0.5,False,0.7667769784172662
w25_00000123,bits,train,user11,user11_adl10,rapidly_sitting_on_chair,0,1.7352643908452592e-06,,False,False,0.5,False,0.7667769784172662
w25_00000124,bits,train,user11,user11_adl10,rapidly_sitting_on_chair,0,9.402033924743591e-07,,False,False,0.5,False,0.7667769784172662
w25_00000125,bits,train,user11,user11_adl11,nearly_sitting_and_getting_up,0,5.154889777259086e-07,,False,False,0.5,False,0.7667769784172662
w25_00000126,bits,train,user11,user11_adl11,nearly_sitting_and_getting_up,0,1.183260920356588e-07,,False,False,0.5,False,0.7667769784172662
w25_00000127,bits,train,user11,user11_adl11,nearly_sitting_and_getting_up,0,3.301660740362422e-07,,False,False,0.5,False,0.7667769784172662
w25_00000128,bits,train,user11,user11_adl11,nearly_sitting_and_getting_up,0,1.592247258486168e-07,,False,False,0.5,False,0.7667769784172662
w25_00000129,bits,train,user11,user11_adl11,nearly_sitting_and_getting_up,0,6.212281533635178e-08,,False,False,0.5,False,0.7667769784172662
w25_00000130,bits,train,user11,user11_adl12,swinging_hands,0,5.337392212823033e-05,,False,False,0.5,False,0.7667769784172662
w25_00000131,bits,train,user11,user11_adl12,swinging_hands,0,8.97011486813426e-05,,False,False,0.5,False,0.7667769784172662
w25_00000132,bits,train,user11,user11_adl12,swinging_hands,0,2.0377734699650318e-07,,False,False,0.5,False,0.7667769784172662
w25_00000133,bits,train,user11,user11_adl12,swinging_hands,0,1.7678742381121992e-07,,False,False,0.5,False,0.7667769784172662
w25_00000134,bits,train,user11,user11_adl12,swinging_hands,0,1.6135547298290476e-07,,False,False,0.5,False,0.7667769784172662
w25_00000135,bits,train,user11,user11_adl13,lying_on_bed,0,3.434065320107038e-06,,False,False,0.5,False,0.7667769784172662
w25_00000136,bits,train,user11,user11_adl13,lying_on_bed,0,1.985554945349577e-06,,False,False,0.5,False,0.7667769784172662
w25_00000137,bits,train,user11,user11_adl13,lying_on_bed,0,1.9218655324948486e-06,,False,False,0.5,False,0.7667769784172662
w25_00000138,bits,train,user11,user11_adl13,lying_on_bed,0,2.010163598242798e-06,,False,False,0.5,False,0.7667769784172662
w25_00000139,bits,train,user11,user11_adl13,lying_on_bed,0,1.962467877092422e-06,,False,False,0.5,False,0.7667769784172662
w25_00000140,bits,train,user11,user11_adl14,lying_on_back_getting_up_slowly,0,1.7742619595750853e-09,,False,False,0.5,False,0.7667769784172662
w25_00000141,bits,train,user11,user11_adl14,lying_on_back_getting_up_slowly,0,1.4359916633566172e-07,,False,False,0.5,False,0.7667769784172662
w25_00000142,bits,train,user11,user11_adl14,lying_on_back_getting_up_slowly,0,6.557122833328322e-05,,False,False,0.5,False,0.7667769784172662
w25_00000143,bits,train,user11,user11_adl14,lying_on_back_getting_up_slowly,0,0.00024261651560664177,,False,False,0.5,False,0.7667769784172662
w25_00000144,bits,train,user11,user11_adl14,lying_on_back_getting_up_slowly,0,0.0035264783073216677,,False,False,0.5,False,0.7667769784172662
w25_00000145,bits,train,user11,user11_adl15,lying_on_back_getting_up_normally,0,0.0011781074572354555,,False,False,0.5,False,0.7667769784172662
w25_00000146,bits,train,user11,user11_adl15,lying_on_back_getting_up_normally,0,1.3327761735126842e-05,,False,False,0.5,False,0.7667769784172662
w25_00000147,bits,train,user11,user11_adl15,lying_on_back_getting_up_normally,0,1.5806319879629882e-06,,False,False,0.5,False,0.7667769784172662
w25_00000148,bits,train,user11,user11_adl15,lying_on_back_getting_up_normally,0,2.3125055577111198e-06,,False,False,0.5,False,0.7667769784172662
w25_00000149,bits,train,user11,user11_adl15,lying_on_back_getting_up_normally,0,0.0004051201103720814,,False,False,0.5,False,0.7667769784172662
w25_00000150,bits,train,user11,user11_adl16,lying_sideways_to_back,0,1.2019357598092029e-07,,False,False,0.5,False,0.7667769784172662
w25_00000151,bits,train,user11,user11_adl16,lying_sideways_to_back,0,8.139735285794814e-08,,False,False,0.5,False,0.7667769784172662
w25_00000152,bits,train,user11,user11_adl16,lying_sideways_to_back,0,8.40005540680977e-08,,False,False,0.5,False,0.7667769784172662
w25_00000153,bits,train,user11,user11_adl16,lying_sideways_to_back,0,7.919877731410452e-08,,False,False,0.5,False,0.7667769784172662
w25_00000154,bits,train,user11,user11_adl16,lying_sideways_to_back,0,8.624965630588122e-08,,False,False,0.5,False,0.7667769784172662
w25_00000155,bits,train,user11,user11_adl2,walking_quickly,0,0.0002818362263496965,,False,False,0.5,False,0.7667769784172662
w25_00000156,bits,train,user11,user11_adl2,walking_quickly,0,0.0001560125674586743,,False,False,0.5,False,0.7667769784172662
w25_00000157,bits,train,user11,user11_adl2,walking_quickly,0,1.687138961870005e-07,,False,False,0.5,False,0.7667769784172662
w25_00000158,bits,train,user11,user11_adl2,walking_quickly,0,3.775248842430301e-07,,False,False,0.5,False,0.7667769784172662
w25_00000159,bits,train,user11,user11_adl2,walking_quickly,0,6.459948167503171e-07,,False,False,0.5,False,0.7667769784172662
w25_00000160,bits,train,user11,user11_adl3,jogging,0,0.0011335581075400114,,False,False,0.5,False,0.7667769784172662
w25_00000161,bits,train,user11,user11_adl3,jogging,0,5.673807663697517e-07,,False,False,0.5,False,0.7667769784172662
w25_00000162,bits,train,user11,user11_adl3,jogging,0,4.3107289116051106e-07,,False,False,0.5,False,0.7667769784172662
w25_00000163,bits,train,user11,user11_adl3,jogging,0,2.5975555217883084e-07,,False,False,0.5,False,0.7667769784172662
w25_00000164,bits,train,user11,user11_adl3,jogging,0,4.826341637453879e-08,,False,False,0.5,False,0.7667769784172662
w25_00000165,bits,train,user11,user11_adl4,jumping,0,1.3289628064683257e-08,,False,False,0.5,False,0.7667769784172662
w25_00000166,bits,train,user11,user11_adl4,jumping,0,5.1357719854649986e-08,,False,False,0.5,False,0.7667769784172662
w25_00000167,bits,train,user11,user11_adl4,jumping,0,7.497856557847626e-09,,False,False,0.5,False,0.7667769784172662
w25_00000168,bits,train,user11,user11_adl4,jumping,0,1.548243755422618e-10,,False,False,0.5,False,0.7667769784172662
w25_00000169,bits,train,user11,user11_adl4,jumping,0,1.758249768002429e-09,,False,False,0.5,False,0.7667769784172662
w25_00000170,bits,train,user11,user11_adl5,climbing_up_slowly,0,5.985207849334984e-07,,False,False,0.5,False,0.7667769784172662
w25_00000171,bits,train,user11,user11_adl5,climbing_up_slowly,0,1.1293676834611688e-05,,False,False,0.5,False,0.7667769784172662
w25_00000172,bits,train,user11,user11_adl5,climbing_up_slowly,0,2.2490269202535274e-06,,False,False,0.5,False,0.7667769784172662
w25_00000173,bits,train,user11,user11_adl5,climbing_up_slowly,0,2.4594105525466148e-06,,False,False,0.5,False,0.7667769784172662
w25_00000174,bits,train,user11,user11_adl5,climbing_up_slowly,0,2.7332912395650055e-06,,False,False,0.5,False,0.7667769784172662
w25_00000175,bits,train,user11,user11_adl6,climbing_down_slowly,0,4.8451278544803245e-09,,False,False,0.5,False,0.7667769784172662
w25_00000176,bits,train,user11,user11_adl6,climbing_down_slowly,0,3.2938537231075316e-08,,False,False,0.5,False,0.7667769784172662
w25_00000177,bits,train,user11,user11_adl6,climbing_down_slowly,0,2.6666201691227798e-08,,False,False,0.5,False,0.7667769784172662
w25_00000178,bits,train,user11,user11_adl6,climbing_down_slowly,0,8.076314372829074e-08,,False,False,0.5,False,0.7667769784172662
w25_00000179,bits,train,user11,user11_adl6,climbing_down_slowly,0,2.4579983914918557e-07,,False,False,0.5,False,0.7667769784172662
w25_00000180,bits,train,user11,user11_adl7,climbing_up_normally,0,9.259094326807826e-07,,False,False,0.5,False,0.7667769784172662
w25_00000181,bits,train,user11,user11_adl7,climbing_up_normally,0,3.627247679105494e-06,,False,False,0.5,False,0.7667769784172662
w25_00000182,bits,train,user11,user11_adl7,climbing_up_normally,0,0.0007712161168456078,,False,False,0.5,False,0.7667769784172662
w25_00000183,bits,train,user11,user11_adl7,climbing_up_normally,0,0.0003554422000888735,,False,False,0.5,False,0.7667769784172662
w25_00000184,bits,train,user11,user11_adl7,climbing_up_normally,0,0.00046259458758868277,,False,False,0.5,False,0.7667769784172662
w25_00000185,bits,train,user11,user11_adl8,climbing_down_normally,0,2.9877125484745193e-07,,False,False,0.5,False,0.7667769784172662
w25_00000186,bits,train,user11,user11_adl8,climbing_down_normally,0,3.592719366452002e-08,,False,False,0.5,False,0.7667769784172662
w25_00000187,bits,train,user11,user11_adl8,climbing_down_normally,0,2.7512783162819687e-08,,False,False,0.5,False,0.7667769784172662
w25_00000188,bits,train,user11,user11_adl8,climbing_down_normally,0,4.944960441122248e-09,,False,False,0.5,False,0.7667769784172662
w25_00000189,bits,train,user11,user11_adl8,climbing_down_normally,0,2.590301662053207e-08,,False,False,0.5,False,0.7667769784172662
w25_00000190,bits,train,user11,user11_adl9,slowly_sitting_on_chair,0,1.5053858248847973e-07,,False,False,0.5,False,0.7667769784172662
w25_00000191,bits,train,user11,user11_adl9,slowly_sitting_on_chair,0,7.071963636917644e-08,,False,False,0.5,False,0.7667769784172662
w25_00000192,bits,train,user11,user11_adl9,slowly_sitting_on_chair,0,5.630502997178155e-08,,False,False,0.5,False,0.7667769784172662
w25_00000193,bits,train,user11,user11_adl9,slowly_sitting_on_chair,0,7.106877575324688e-08,,False,False,0.5,False,0.7667769784172662
w25_00000194,bits,train,user11,user11_adl9,slowly_sitting_on_chair,0,5.707434169721637e-08,,False,False,0.5,False,0.7667769784172662
w25_00000195,bits,train,user12,user12_adl1,walking_slowly,0,1.6099128288260545e-06,,False,False,0.5,False,0.7667769784172662
w25_00000196,bits,train,user12,user12_adl1,walking_slowly,0,0.00022379007714334875,,False,False,0.5,False,0.7667769784172662
w25_00000197,bits,train,user12,user12_adl1,walking_slowly,0,0.00013888142711948603,,False,False,0.5,False,0.7667769784172662
w25_00000198,bits,train,user12,user12_adl1,walking_slowly,0,0.00015110069944057614,,False,False,0.5,False,0.7667769784172662
w25_00000199,bits,train,user12,user12_adl1,walking_slowly,0,7.802863422057271e-08,,False,False,0.5,False,0.7667769784172662
w25_00000200,bits,train,user12,user12_adl10,rapidly_sitting_on_chair,0,1.8448363903189602e-07,,False,False,0.5,False,0.7667769784172662
w25_00000201,bits,train,user12,user12_adl10,rapidly_sitting_on_chair,0,2.154414460164844e-07,,False,False,0.5,False,0.7667769784172662
w25_00000202,bits,train,user12,user12_adl10,rapidly_sitting_on_chair,0,3.7461947499650705e-07,,False,False,0.5,False,0.7667769784172662
w25_00000203,bits,train,user12,user12_adl10,rapidly_sitting_on_chair,0,5.732411523240444e-07,,False,False,0.5,False,0.7667769784172662
w25_00000204,bits,train,user12,user12_adl10,rapidly_sitting_on_chair,0,1.080855327018071e-06,,False,False,0.5,False,0.7667769784172662
w25_00000205,bits,train,user12,user12_adl11,nearly_sitting_and_getting_up,0,1.661798251006985e-06,,False,False,0.5,False,0.7667769784172662
w25_00000206,bits,train,user12,user12_adl11,nearly_sitting_and_getting_up,0,0.0005581124569289386,,False,False,0.5,False,0.7667769784172662
w25_00000207,bits,train,user12,user12_adl11,nearly_sitting_and_getting_up,0,3.354505679453723e-05,,False,False,0.5,False,0.7667769784172662
w25_00000208,bits,train,user12,user12_adl11,nearly_sitting_and_getting_up,0,9.280983590542746e-07,,False,False,0.5,False,0.7667769784172662
w25_00000209,bits,train,user12,user12_adl11,nearly_sitting_and_getting_up,0,5.251961283647688e-07,,False,False,0.5,False,0.7667769784172662
w25_00000210,bits,train,user12,user12_adl12,swinging_hands,0,9.935246936265685e-08,,False,False,0.5,False,0.7667769784172662
w25_00000211,bits,train,user12,user12_adl12,swinging_hands,0,2.1362584590178813e-08,,False,False,0.5,False,0.7667769784172662
