window_id,dataset,subject_id,trial_id,activity,fall_label,direction_label,split,experiment_split
w25_00007652,bits,user17,user17_adl11,nearly_sitting_and_getting_up,0,none,test,test
w25_00007653,bits,user17,user17_adl11,nearly_sitting_and_getting_up,0,none,test,test
w25_00007654,bits,user17,user17_adl11,nearly_sitting_and_getting_up,0,none,test,test
w25_00007655,bits,user17,user17_adl11,nearly_sitting_and_getting_up,0,none,test,test
w25_00007656,bits,user17,user17_adl11,nearly_sitting_and_getting_up,0,none,test,test
w25_00007657,bits,user17,user17_adl11,nearly_sitting_and_getting_up,0,none,test,test
w25_00007658,bits,user17,user17_adl11,nearly_sitting_and_getting_up,0,none,test,test
w25_00007659,bits,user17,user17_adl11,nearly_sitting_and_getting_up,0,none,test,test
w25_00007660,bits,user17,user17_adl11,nearly_sitting_and_getting_up,0,none,test,test
w25_00007661,bits,user17,user17_adl11,nearly_sitting_and_getting_up,0,none,test,test
w25_00007662,bits,user17,user17_adl12,swinging_hands,0,none,test,test
w25_00007663,bits,user17,user17_adl12,swinging_hands,0,none,test,test
w25_00007664,bits,user17,user17_adl12,swinging_hands,0,none,test,test
w25_00007665,bits,user17,user17_adl12,swinging_hands,0,none,test,test
w25_00007666,bits,user17,user17_adl12,swinging_hands,0,none,test,test
w25_00007667,bits,user17,user17_adl12,swinging_hands,0,none,test,test
w25_00007668,bits,user17,user17_adl12,swinging_hands,0,none,test,test
w25_00007669,bits,user17,user17_adl12,swinging_hands,0,none,test,test
w25_00007670,bits,user17,user17_adl12,swinging_hands,0,none,test,test
w25_00007671,bits,user17,user17_adl12,swinging_hands,0,none,test,test
w25_00007672,bits,user17,user17_adl12,swinging_hands,0,none,test,test
w25_00007673,bits,user17,user17_adl12,swinging_hands,0,none,test,test
w25_00007674,bits,user17,user17_adl12,swinging_hands,0,none,test,test
w25_00007675,bits,user17,user17_adl12,swinging_hands,0,none,test,test
w25_00007676,bits,user17,user17_adl12,swinging_hands,0,none,test,test
w25_00007677,bits,user17,user17_adl12,swinging_hands,0,none,test,test
w25_00007678,bits,user17,user17_adl12,swinging_hands,0,none,test,test
w25_00007679,bits,user17,user17_adl12,swinging_hands,0,none,test,test
w25_00007680,bits,user17,user17_adl12,swinging_hands,0,none,test,test
w25_00007681,bits,user17,user17_adl12,swinging_hands,0,none,test,test
w25_00007682,bits,user17,user17_adl12,swinging_hands,0,none,test,test
w25_00007683,bits,user17,user17_adl12,swinging_hands,0,none,test,test
w25_00007684,bits,user17,user17_adl12,swinging_hands,0,none,test,test
w25_00007685,bits,user17,user17_adl12,swinging_hands,0,none,test,test
w25_00007686,bits,user17,user17_adl12,swinging_hands,0,none,test,test
w25_00007687,bits,user17,user17_adl12,swinging_hands,0,none,test,test
w25_00007688,bits,user17,user17_adl12,swinging_hands,0,none,test,test
w25_00007689,bits,user17,user17_adl12,swinging_hands,0,none,test,test
w25_00007690,bits,user17,user17_adl12,swinging_hands,0,none,test,test
w25_00007691,bits,user17,user17_adl12,swinging_hands,0,none,test,test
w25_00007692,bits,user17,user17_adl12,swinging_hands,0,none,test,test
w25_00007693,bits,user17,user17_adl12,swinging_hands,0,none,test,test
w25_00007694,bits,user17,user17_adl12,swinging_hands,0,none,test,test
w25_00007695,bits,user17,user17_adl12,swinging_hands,0,none,test,test
w25_00007696,bits,user17,user17_adl12,swinging_hands,0,none,test,test
w25_00007697,bits,user17,user17_adl13,lying_on_bed,0,none,test,test
w25_00007698,bits,user17,user17_adl13,lying_on_bed,0,none,test,test
w25_00007699,bits,user17,user17_adl13,lying_on_bed,0,none,test,test
w25_00007700,bits,user17,user17_adl13,lying_on_bed,0,none,test,test
w25_00007701,bits,user17,user17_adl13,lying_on_bed,0,none,test,test
w25_00007702,bits,user17,user17_adl13,lying_on_bed,0,none,test,test
w25_00007703,bits,user17,user17_adl13,lying_on_bed,0,none,test,test
w25_00007704,bits,user17,user17_adl13,lying_on_bed,0,none,test,test
w25_00007705,bits,user17,user17_adl13,lying_on_bed,0,none,test,test
w25_00007706,bits,user17,user17_adl13,lying_on_bed,0,none,test,test
w25_00007707,bits,user17,user17_adl13,lying_on_bed,0,none,test,test
w25_00007708,bits,user17,user17_adl13,lying_on_bed,0,none,test,test
w25_00007709,bits,user17,user17_adl13,lying_on_bed,0,none,test,test
w25_00007710,bits,user17,user17_adl13,lying_on_bed,0,none,test,test
w25_00007711,bits,user17,user17_adl13,lying_on_bed,0,none,test,test
w25_00007712,bits,user17,user17_adl13,lying_on_bed,0,none,test,test
w25_00007713,bits,user17,user17_adl13,lying_on_bed,0,none,test,test
w25_00007714,bits,user17,user17_adl13,lying_on_bed,0,none,test,test
w25_00007715,bits,user17,user17_adl13,lying_on_bed,0,none,test,test
w25_00007716,bits,user17,user17_adl13,lying_on_bed,0,none,test,test
w25_00007717,bits,user17,user17_adl13,lying_on_bed,0,none,test,test
w25_00007718,bits,user17,user17_adl13,lying_on_bed,0,none,test,test
w25_00007719,bits,user17,user17_adl13,lying_on_bed,0,none,test,test
w25_00007720,bits,user17,user17_adl13,lying_on_bed,0,none,test,test
w25_00007721,bits,user17,user17_adl13,lying_on_bed,0,none,test,test
w25_00007722,bits,user17,user17_adl13,lying_on_bed,0,none,test,test
w25_00007723,bits,user17,user17_adl13,lying_on_bed,0,none,test,test
w25_00007724,bits,user17,user17_adl13,lying_on_bed,0,none,test,test
w25_00007725,bits,user17,user17_adl13,lying_on_bed,0,none,test,test
w25_00007726,bits,user17,user17_adl13,lying_on_bed,0,none,test,test
w25_00007727,bits,user17,user17_adl13,lying_on_bed,0,none,test,test
w25_00007728,bits,user17,user17_adl13,lying_on_bed,0,none,test,test
w25_00007729,bits,user17,user17_adl13,lying_on_bed,0,none,test,test
w25_00007730,bits,user17,user17_adl13,lying_on_bed,0,none,test,test
w25_00007731,bits,user17,user17_adl13,lying_on_bed,0,none,test,test
w25_00007732,bits,user17,user17_adl13,lying_on_bed,0,none,test,test
w25_00007733,bits,user17,user17_adl13,lying_on_bed,0,none,test,test
w25_00007734,bits,user17,user17_adl13,lying_on_bed,0,none,test,test
w25_00007735,bits,user17,user17_adl13,lying_on_bed,0,none,test,test
w25_00007736,bits,user17,user17_adl13,lying_on_bed,0,none,test,test
w25_00007737,bits,user17,user17_adl13,lying_on_bed,0,none,test,test
w25_00007738,bits,user17,user17_adl13,lying_on_bed,0,none,test,test
w25_00007739,bits,user17,user17_adl13,lying_on_bed,0,none,test,test
w25_00007740,bits,user17,user17_adl13,lying_on_bed,0,none,test,test
w25_00007741,bits,user17,user17_adl13,lying_on_bed,0,none,test,test
w25_00007742,bits,user17,user17_adl13,lying_on_bed,0,none,test,test
w25_00007743,bits,user17,user17_adl13,lying_on_bed,0,none,test,test
w25_00007744,bits,user17,user17_adl13,lying_on_bed,0,none,test,test
w25_00007745,bits,user17,user17_adl14,lying_on_back_getting_up_slowly,0,none,test,test
w25_00007746,bits,user17,user17_adl14,lying_on_back_getting_up_slowly,0,none,test,test
w25_00007747,bits,user17,user17_adl14,lying_on_back_getting_up_slowly,0,none,test,test
w25_00007748,bits,user17,user17_adl14,lying_on_back_getting_up_slowly,0,none,test,test
w25_00007749,bits,user17,user17_adl14,lying_on_back_getting_up_slowly,0,none,test,test
w25_00007750,bits,user17,user17_adl14,lying_on_back_getting_up_slowly,0,none,test,test
w25_00007751,bits,user17,user17_adl14,lying_on_back_getting_up_slowly,0,none,test,test
w25_00007752,bits,user17,user17_adl14,lying_on_back_getting_up_slowly,0,none,test,test
w25_00007753,bits,user17,user17_adl14,lying_on_back_getting_up_slowly,0,none,test,test
w25_00007754,bits,user17,user17_adl14,lying_on_back_getting_up_slowly,0,none,test,test
w25_00007755,bits,user17,user17_adl14,lying_on_back_getting_up_slowly,0,none,test,test
w25_00007756,bits,user17,user17_adl14,lying_on_back_getting_up_slowly,0,none,test,test
w25_00007757,bits,user17,user17_adl14,lying_on_back_getting_up_slowly,0,none,test,test
w25_00007758,bits,user17,user17_adl14,lying_on_back_getting_up_slowly,0,none,test,test
w25_00007759,bits,user17,user17_adl14,lying_on_back_getting_up_slowly,0,none,test,test
w25_00007760,bits,user17,user17_adl14,lying_on_back_getting_up_slowly,0,none,test,test
w25_00007761,bits,user17,user17_adl14,lying_on_back_getting_up_slowly,0,none,test,test
w25_00007762,bits,user17,user17_adl14,lying_on_back_getting_up_slowly,0,none,test,test
w25_00007763,bits,user17,user17_adl14,lying_on_back_getting_up_slowly,0,none,test,test
w25_00007764,bits,user17,user17_adl14,lying_on_back_getting_up_slowly,0,none,test,test
w25_00007765,bits,user17,user17_adl14,lying_on_back_getting_up_slowly,0,none,test,test
w25_00007766,bits,user17,user17_adl14,lying_on_back_getting_up_slowly,0,none,test,test
w25_00007767,bits,user17,user17_adl14,lying_on_back_getting_up_slowly,0,none,test,test
w25_00007768,bits,user17,user17_adl14,lying_on_back_getting_up_slowly,0,none,test,test
w25_00007769,bits,user17,user17_adl14,lying_on_back_getting_up_slowly,0,none,test,test
w25_00007770,bits,user17,user17_adl14,lying_on_back_getting_up_slowly,0,none,test,test
w25_00007771,bits,user17,user17_adl14,lying_on_back_getting_up_slowly,0,none,test,test
w25_00007772,bits,user17,user17_adl14,lying_on_back_getting_up_slowly,0,none,test,test
w25_00007773,bits,user17,user17_adl14,lying_on_back_getting_up_slowly,0,none,test,test
w25_00007774,bits,user17,user17_adl14,lying_on_back_getting_up_slowly,0,none,test,test
w25_00007775,bits,user17,user17_adl14,lying_on_back_getting_up_slowly,0,none,test,test
w25_00007776,bits,user17,user17_adl14,lying_on_back_getting_up_slowly,0,none,test,test
w25_00007777,bits,user17,user17_adl14,lying_on_back_getting_up_slowly,0,none,test,test
w25_00007778,bits,user17,user17_adl14,lying_on_back_getting_up_slowly,0,none,test,test
w25_00007779,bits,user17,user17_adl14,lying_on_back_getting_up_slowly,0,none,test,test
w25_00007780,bits,user17,user17_adl14,lying_on_back_getting_up_slowly,0,none,test,test
w25_00007781,bits,user17,user17_adl14,lying_on_back_getting_up_slowly,0,none,test,test
w25_00007782,bits,user17,user17_adl14,lying_on_back_getting_up_slowly,0,none,test,test
w25_00007783,bits,user17,user17_adl14,lying_on_back_getting_up_slowly,0,none,test,test
w25_00007784,bits,user17,user17_adl14,lying_on_back_getting_up_slowly,0,none,test,test
w25_00007785,bits,user17,user17_adl14,lying_on_back_getting_up_slowly,0,none,test,test
w25_00007786,bits,user17,user17_adl14,lying_on_back_getting_up_slowly,0,none,test,test
w25_00007787,bits,user17,user17_adl14,lying_on_back_getting_up_slowly,0,none,test,test
w25_00007788,bits,user17,user17_adl14,lying_on_back_getting_up_slowly,0,none,test,test
w25_00007789,bits,user17,user17_adl14,lying_on_back_getting_up_slowly,0,none,test,test
w25_00007790,bits,user17,user17_adl14,lying_on_back_getting_up_slowly,0,none,test,test
w25_00007791,bits,user17,user17_adl14,lying_on_back_getting_up_slowly,0,none,test,test
w25_00007792,bits,user17,user17_adl14,lying_on_back_getting_up_slowly,0,none,test,test
w25_00007793,bits,user17,user17_adl14,lying_on_back_getting_up_slowly,0,none,test,test
w25_00007794,bits,user17,user17_adl14,lying_on_back_getting_up_slowly,0,none,test,test
w25_00007795,bits,user17,user17_adl14,lying_on_back_getting_up_slowly,0,none,test,test
w25_00007796,bits,user17,user17_adl14,lying_on_back_getting_up_slowly,0,none,test,test
w25_00007797,bits,user17,user17_adl14,lying_on_back_getting_up_slowly,0,none,test,test
w25_00007798,bits,user17,user17_adl14,lying_on_back_getting_up_slowly,0,none,test,test
w25_00007799,bits,user17,user17_adl14,lying_on_back_getting_up_slowly,0,none,test,test
w25_00007800,bits,user17,user17_adl14,lying_on_back_getting_up_slowly,0,none,test,test
w25_00007801,bits,user17,user17_adl15,lying_on_back_getting_up_normally,0,none,test,test
w25_00007802,bits,user17,user17_adl15,lying_on_back_getting_up_normally,0,none,test,test
w25_00007803,bits,user17,user17_adl15,lying_on_back_getting_up_normally,0,none,test,test
w25_00007804,bits,user17,user17_adl15,lying_on_back_getting_up_normally,0,none,test,test
w25_00007805,bits,user17,user17_adl15,lying_on_back_getting_up_normally,0,none,test,test
w25_00007806,bits,user17,user17_adl15,lying_on_back_getting_up_normally,0,none,test,test
w25_00007807,bits,user17,user17_adl15,lying_on_back_getting_up_normally,0,none,test,test
w25_00007808,bits,user17,user17_adl15,lying_on_back_getting_up_normally,0,none,test,test
w25_00007809,bits,user17,user17_adl15,lying_on_back_getting_up_normally,0,none,test,test
w25_00007810,bits,user17,user17_adl15,lying_on_back_getting_up_normally,0,none,test,test
w25_00007811,bits,user17,user17_adl15,lying_on_back_getting_up_normally,0,none,test,test
w25_00007812,bits,user17,user17_adl15,lying_on_back_getting_up_normally,0,none,test,test
w25_00007813,bits,user17,user17_adl15,lying_on_back_getting_up_normally,0,none,test,test
w25_00007814,bits,user17,user17_adl15,lying_on_back_getting_up_normally,0,none,test,test
w25_00007815,bits,user17,user17_adl15,lying_on_back_getting_up_normally,0,none,test,test
w25_00007816,bits,user17,user17_adl15,lying_on_back_getting_up_normally,0,none,test,test
w25_00007817,bits,user17,user17_adl15,lying_on_back_getting_up_normally,0,none,test,test
w25_00007818,bits,user17,user17_adl15,lying_on_back_getting_up_normally,0,none,test,test
w25_00007819,bits,user17,user17_adl15,lying_on_back_getting_up_normally,0,none,test,test
w25_00007820,bits,user17,user17_adl15,lying_on_back_getting_up_normally,0,none,test,test
w25_00007821,bits,user17,user17_adl15,lying_on_back_getting_up_normally,0,none,test,test
w25_00007822,bits,user17,user17_adl15,lying_on_back_getting_up_normally,0,none,test,test
w25_00007823,bits,user17,user17_adl15,lying_on_back_getting_up_normally,0,none,test,test
w25_00007824,bits,user17,user17_adl15,lying_on_back_getting_up_normally,0,none,test,test
w25_00007825,bits,user17,user17_adl15,lying_on_back_getting_up_normally,0,none,test,test
w25_00007826,bits,user17,user17_adl15,lying_on_back_getting_up_normally,0,none,test,test
w25_00007827,bits,user17,user17_adl15,lying_on_back_getting_up_normally,0,none,test,test
w25_00007828,bits,user17,user17_adl15,lying_on_back_getting_up_normally,0,none,test,test
w25_00007829,bits,user17,user17_adl15,lying_on_back_getting_up_normally,0,none,test,test
w25_00007830,bits,user17,user17_adl15,lying_on_back_getting_up_normally,0,none,test,test
w25_00007831,bits,user17,user17_adl15,lying_on_back_getting_up_normally,0,none,test,test
w25_00007832,bits,user17,user17_adl15,lying_on_back_getting_up_normally,0,none,test,test
w25_00007833,bits,user17,user17_adl15,lying_on_back_getting_up_normally,0,none,test,test
w25_00007834,bits,user17,user17_adl15,lying_on_back_getting_up_normally,0,none,test,test
w25_00007835,bits,user17,user17_adl15,lying_on_back_getting_up_normally,0,none,test,test
w25_00007836,bits,user17,user17_adl15,lying_on_back_getting_up_normally,0,none,test,test
w25_00007837,bits,user17,user17_adl15,lying_on_back_getting_up_normally,0,none,test,test
w25_00007838,bits,user17,user17_adl15,lying_on_back_getting_up_normally,0,none,test,test
w25_00007839,bits,user17,user17_adl15,lying_on_back_getting_up_normally,0,none,test,test
w25_00007840,bits,user17,user17_adl15,lying_on_back_getting_up_normally,0,none,test,test
w25_00007841,bits,user17,user17_adl15,lying_on_back_getting_up_normally,0,none,test,test
w25_00007842,bits,user17,user17_adl16,lying_sideways_to_back,0,none,test,test
w25_00007843,bits,user17,user17_adl16,lying_sideways_to_back,0,none,test,test
w25_00007844,bits,user17,user17_adl16,lying_sideways_to_back,0,none,test,test
w25_00007845,bits,user17,user17_adl16,lying_sideways_to_back,0,none,test,test
w25_00007846,bits,user17,user17_adl16,lying_sideways_to_back,0,none,test,test
w25_00007847,bits,user17,user17_adl16,lying_sideways_to_back,0,none,test,test
w25_00007848,bits,user17,user17_adl16,lying_sideways_to_back,0,none,test,test
w25_00007849,bits,user17,user17_adl16,lying_sideways_to_back,0,none,test,test
w25_00007850,bits,user17,user17_adl16,lying_sideways_to_back,0,none,test,test
w25_00007851,bits,user17,user17_adl16,lying_sideways_to_back,0,none,test,test
w25_00007852,bits,user17,user17_adl16,lying_sideways_to_back,0,none,test,test
w25_00007853,bits,user17,user17_adl16,lying_sideways_to_back,0,none,test,test
w25_00007854,bits,user17,user17_adl16,lying_sideways_to_back,0,none,test,test
w25_00007855,bits,user17,user17_adl16,lying_sideways_to_back,0,none,test,test
w25_00007856,bits,user17,user17_adl16,lying_sideways_to_back,0,none,test,test
w25_00007857,bits,user17,user17_adl16,lying_sideways_to_back,0,none,test,test
w25_00007858,bits,user17,user17_adl16,lying_sideways_to_back,0,none,test,test
w25_00007859,bits,user17,user17_adl16,lying_sideways_to_back,0,none,test,test
w25_00007860,bits,user17,user17_adl16,lying_sideways_to_back,0,none,test,test
w25_00007861,bits,user17,user17_adl16,lying_sideways_to_back,0,none,test,test
w25_00007862,bits,user17,user17_adl16,lying_sideways_to_back,0,none,test,test
w25_00007863,bits,user17,user17_adl16,lying_sideways_to_back,0,none,test,test
w25_00007864,bits,user17,user17_adl16,lying_sideways_to_back,0,none,test,test
w25_00007865,bits,user17,user17_adl16,lying_sideways_to_back,0,none,test,test
w25_00007866,bits,user17,user17_adl16,lying_sideways_to_back,0,none,test,test
w25_00007867,bits,user17,user17_adl16,lying_sideways_to_back,0,none,test,test
w25_00007868,bits,user17,user17_adl16,lying_sideways_to_back,0,none,test,test
w25_00007869,bits,user17,user17_adl16,lying_sideways_to_back,0,none,test,test
w25_00007870,bits,user17,user17_adl16,lying_sideways_to_back,0,none,test,test
w25_00007871,bits,user17,user17_adl16,lying_sideways_to_back,0,none,test,test
w25_00007872,bits,user17,user17_adl16,lying_sideways_to_back,0,none,test,test
w25_00007873,bits,user17,user17_adl16,lying_sideways_to_back,0,none,test,test
w25_00007874,bits,user17,user17_adl16,lying_sideways_to_back,0,none,test,test
w25_00007875,bits,user17,user17_adl2,walking_quickly,0,none,test,test
w25_00007876,bits,user17,user17_adl2,walking_quickly,0,none,test,test
w25_00007877,bits,user17,user17_adl2,walking_quickly,0,none,test,test
w25_00007878,bits,user17,user17_adl2,walking_quickly,0,none,test,test
w25_00007879,bits,user17,user17_adl2,walking_quickly,0,none,test,test
w25_00007880,bits,user17,user17_adl2,walking_quickly,0,none,test,test
w25_00007881,bits,user17,user17_adl2,walking_quickly,0,none,test,test
w25_00007882,bits,user17,user17_adl2,walking_quickly,0,none,test,test
w25_00007883,bits,user17,user17_adl2,walking_quickly,0,none,test,test
w25_00007884,bits,user17,user17_adl2,walking_quickly,0,none,test,test
w25_00007885,bits,user17,user17_adl2,walking_quickly,0,none,test,test
w25_00007886,bits,user17,user17_adl2,walking_quickly,0,none,test,test
w25_00007887,bits,user17,user17_adl2,walking_quickly,0,none,test,test
w25_00007888,bits,user17,user17_adl2,walking_quickly,0,none,test,test
w25_00007889,bits,user17,user17_adl2,walking_quickly,0,none,test,test
w25_00007890,bits,user17,user17_adl2,walking_quickly,0,none,test,test
w25_00007891,bits,user17,user17_adl2,walking_quickly,0,none,test,test
w25_00007892,bits,user17,user17_adl2,walking_quickly,0,none,test,test
w25_00007893,bits,user17,user17_adl2,walking_quickly,0,none,test,test
w25_00007894,bits,user17,user17_adl2,walking_quickly,0,none,test,test
w25_00007895,bits,user17,user17_adl2,walking_quickly,0,none,test,test
w25_00007896,bits,user17,user17_adl2,walking_quickly,0,none,test,test
w25_00007897,bits,user17,user17_adl2,walking_quickly,0,none,test,test
w25_00007898,bits,user17,user17_adl2,walking_quickly,0,none,test,test
w25_00007899,bits,user17,user17_adl2,walking_quickly,0,none,test,test
w25_00007900,bits,user17,user17_adl2,walking_quickly,0,none,test,test
w25_00007901,bits,user17,user17_adl2,walking_quickly,0,none,test,test
w25_00007902,bits,user17,user17_adl2,walking_quickly,0,none,test,test
w25_00007903,bits,user17,user17_adl2,walking_quickly,0,none,test,test
w25_00007904,bits,user17,user17_adl2,walking_quickly,0,none,test,test
w25_00007905,bits,user17,user17_adl2,walking_quickly,0,none,test,test
w25_00007906,bits,user17,user17_adl2,walking_quickly,0,none,test,test
w25_00007907,bits,user17,user17_adl2,walking_quickly,0,none,test,test
w25_00007908,bits,user17,user17_adl2,walking_quickly,0,none,test,test
w25_00007909,bits,user17,user17_adl2,walking_quickly,0,none,test,test
w25_00007910,bits,user17,user17_adl2,walking_quickly,0,none,test,test
w25_00007911,bits,user17,user17_adl2,walking_quickly,0,none,test,test
w25_00007912,bits,user17,user17_adl2,walking_quickly,0,none,test,test
w25_00007913,bits,user17,user17_adl2,walking_quickly,0,none,test,test
w25_00007914,bits,user17,user17_adl2,walking_quickly,0,none,test,test
w25_00007915,bits,user17,user17_adl2,walking_quickly,0,none,test,test
w25_00007916,bits,user17,user17_adl3,jogging,0,none,test,test
w25_00007917,bits,user17,user17_adl3,jogging,0,none,test,test
w25_00007918,bits,user17,user17_adl3,jogging,0,none,test,test
w25_00007919,bits,user17,user17_adl3,jogging,0,none,test,test
w25_00007920,bits,user17,user17_adl3,jogging,0,none,test,test
w25_00007921,bits,user17,user17_adl3,jogging,0,none,test,test
w25_00007922,bits,user17,user17_adl3,jogging,0,none,test,test
w25_00007923,bits,user17,user17_adl3,jogging,0,none,test,test
w25_00007924,bits,user17,user17_adl3,jogging,0,none,test,test
w25_00007925,bits,user17,user17_adl3,jogging,0,none,test,test
w25_00007926,bits,user17,user17_adl3,jogging,0,none,test,test
w25_00007927,bits,user17,user17_adl3,jogging,0,none,test,test
w25_00007928,bits,user17,user17_adl3,jogging,0,none,test,test
w25_00007929,bits,user17,user17_adl3,jogging,0,none,test,test
w25_00007930,bits,user17,user17_adl3,jogging,0,none,test,test
w25_00007931,bits,user17,user17_adl3,jogging,0,none,test,test
