window_id,dataset,subject_id,trial_id,activity,fall_label,direction_label,split
w25_00000030,bits,user1,user1_adl12,swinging_hands,0,none,train
w25_00000031,bits,user1,user1_adl12,swinging_hands,0,none,train
w25_00000032,bits,user1,user1_adl12,swinging_hands,0,none,train
w25_00000033,bits,user1,user1_adl12,swinging_hands,0,none,train
w25_00000034,bits,user1,user1_adl12,swinging_hands,0,none,train
w25_00000035,bits,user1,user1_adl12,swinging_hands,0,none,train
w25_00000036,bits,user1,user1_adl12,swinging_hands,0,none,train
w25_00000037,bits,user1,user1_adl12,swinging_hands,0,none,train
w25_00000038,bits,user1,user1_adl13,lying_on_bed,0,none,train
w25_00000039,bits,user1,user1_adl13,lying_on_bed,0,none,train
w25_00000040,bits,user1,user1_adl13,lying_on_bed,0,none,train
w25_00000041,bits,user1,user1_adl13,lying_on_bed,0,none,train
w25_00000042,bits,user1,user1_adl13,lying_on_bed,0,none,train
w25_00000043,bits,user1,user1_adl13,lying_on_bed,0,none,train
w25_00000044,bits,user1,user1_adl13,lying_on_bed,0,none,train
w25_00000045,bits,user1,user1_adl13,lying_on_bed,0,none,train
w25_00000046,bits,user1,user1_adl13,lying_on_bed,0,none,train
w25_00000047,bits,user1,user1_adl13,lying_on_bed,0,none,train
w25_00000048,bits,user1,user1_adl13,lying_on_bed,0,none,train
w25_00000049,bits,user1,user1_adl13,lying_on_bed,0,none,train
w25_00000050,bits,user1,user1_adl13,lying_on_bed,0,none,train
w25_00000051,bits,user1,user1_adl13,lying_on_bed,0,none,train
w25_00000052,bits,user1,user1_adl2,walking_quickly,0,none,train
w25_00000053,bits,user1,user1_adl2,walking_quickly,0,none,train
w25_00000054,bits,user1,user1_adl2,walking_quickly,0,none,train
w25_00000055,bits,user1,user1_adl2,walking_quickly,0,none,train
w25_00000056,bits,user1,user1_adl2,walking_quickly,0,none,train
w25_00000057,bits,user1,user1_adl2,walking_quickly,0,none,train
w25_00000058,bits,user1,user1_adl2,walking_quickly,0,none,train
w25_00000059,bits,user1,user1_adl2,walking_quickly,0,none,train
w25_00000060,bits,user1,user1_adl2,walking_quickly,0,none,train
w25_00000061,bits,user1,user1_adl2,walking_quickly,0,none,train
w25_00000062,bits,user1,user1_adl2,walking_quickly,0,none,train
w25_00000063,bits,user1,user1_adl2,walking_quickly,0,none,train
w25_00000064,bits,user1,user1_adl2,walking_quickly,0,none,train
w25_00000065,bits,user1,user1_adl2,walking_quickly,0,none,train
w25_00000066,bits,user1,user1_adl2,walking_quickly,0,none,train
w25_00000067,bits,user1,user1_adl2,walking_quickly,0,none,train
w25_00000068,bits,user1,user1_adl2,walking_quickly,0,none,train
w25_00000069,bits,user1,user1_adl2,walking_quickly,0,none,train
w25_00000070,bits,user1,user1_adl2,walking_quickly,0,none,train
w25_00000071,bits,user1,user1_adl3,jogging,0,none,train
w25_00000072,bits,user1,user1_adl4,jumping,0,none,train
w25_00000073,bits,user1,user1_adl5,climbing_up_slowly,0,none,train
w25_00000074,bits,user1,user1_adl5,climbing_up_slowly,0,none,train
w25_00000075,bits,user1,user1_adl5,climbing_up_slowly,0,none,train
w25_00000076,bits,user1,user1_adl5,climbing_up_slowly,0,none,train
w25_00000077,bits,user1,user1_adl5,climbing_up_slowly,0,none,train
w25_00000078,bits,user1,user1_adl5,climbing_up_slowly,0,none,train
w25_00000079,bits,user1,user1_adl5,climbing_up_slowly,0,none,train
w25_00000080,bits,user1,user1_adl5,climbing_up_slowly,0,none,train
w25_00000081,bits,user1,user1_adl5,climbing_up_slowly,0,none,train
w25_00000082,bits,user1,user1_adl5,climbing_up_slowly,0,none,train
w25_00000083,bits,user1,user1_adl5,climbing_up_slowly,0,none,train
w25_00000084,bits,user1,user1_adl5,climbing_up_slowly,0,none,train
w25_00000085,bits,user1,user1_adl5,climbing_up_slowly,0,none,train
w25_00000086,bits,user1,user1_adl5,climbing_up_slowly,0,none,train
w25_00000087,bits,user1,user1_adl8,climbing_down_normally,0,none,train
w25_00000088,bits,user1,user1_adl8,climbing_down_normally,0,none,train
w25_00000089,bits,user1,user1_adl9,slowly_sitting_on_chair,0,none,train
w25_00000090,bits,user1,user1_adl9,slowly_sitting_on_chair,0,none,train
w25_00000091,bits,user1,user1_adl9,slowly_sitting_on_chair,0,none,train
w25_00000092,bits,user1,user1_adl9,slowly_sitting_on_chair,0,none,train
w25_00000093,bits,user1,user1_adl9,slowly_sitting_on_chair,0,none,train
w25_00000094,bits,user1,user1_adl9,slowly_sitting_on_chair,0,none,train
w25_00000095,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000096,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000097,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000098,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000099,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000100,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000101,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000102,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000103,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000104,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000105,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000106,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000107,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000108,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000109,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000110,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000111,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000112,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000113,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000114,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000115,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000116,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000117,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000118,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000119,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000120,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000121,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000122,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000123,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000124,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000125,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000126,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000127,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000128,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000129,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000130,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000131,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000132,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000133,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000134,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000135,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000136,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000137,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000138,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000139,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000140,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000141,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000142,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000143,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000144,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000145,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000146,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000147,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000148,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000149,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000150,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000151,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000152,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000153,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000154,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000155,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000156,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000157,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000158,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000159,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000160,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000161,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000162,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000163,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000164,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000165,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000166,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000167,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000168,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000169,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000170,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000171,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000172,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000173,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000174,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000175,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000176,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000177,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000178,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000179,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000180,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000181,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000182,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000183,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000184,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000185,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000186,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000187,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000188,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000189,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000190,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000191,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000192,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000193,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000194,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000195,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000196,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000197,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000198,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000199,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000200,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000201,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000202,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000203,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000204,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000205,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000206,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000207,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000208,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000209,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000210,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000211,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000212,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000213,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000214,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000215,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000216,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000217,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000218,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000219,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000220,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000221,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000222,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000223,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000224,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000225,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000226,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000227,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000228,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000229,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000230,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000231,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000232,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000233,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000234,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000235,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000236,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000237,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000238,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000239,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000240,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000241,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000242,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000243,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000244,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000245,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000246,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000247,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000248,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000249,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000250,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000251,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000252,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000253,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000254,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000255,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000256,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000257,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000258,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000259,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000260,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000261,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000262,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000263,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000264,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000265,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000266,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000267,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000268,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000269,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000270,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000271,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000272,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000273,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000274,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000275,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000276,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000277,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000278,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000279,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000280,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000281,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000282,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000283,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000284,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000285,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000286,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000287,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000288,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000289,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000290,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000291,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000292,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000293,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000294,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000295,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000296,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000297,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000298,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000299,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000300,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000301,bits,user10,user10_adl1,walking_slowly,0,none,train
w25_00000302,bits,user10,user10_adl10,rapidly_sitting_on_chair,0,none,train
w25_00000303,bits,user10,user10_adl10,rapidly_sitting_on_chair,0,none,train
w25_00000304,bits,user10,user10_adl10,rapidly_sitting_on_chair,0,none,train
w25_00000305,bits,user10,user10_adl10,rapidly_sitting_on_chair,0,none,train
w25_00000306,bits,user10,user10_adl10,rapidly_sitting_on_chair,0,none,train
w25_00000307,bits,user10,user10_adl10,rapidly_sitting_on_chair,0,none,train
w25_00000308,bits,user10,user10_adl10,rapidly_sitting_on_chair,0,none,train
w25_00000309,bits,user10,user10_adl10,rapidly_sitting_on_chair,0,none,train
w25_00000310,bits,user10,user10_adl10,rapidly_sitting_on_chair,0,none,train
w25_00000311,bits,user10,user10_adl10,rapidly_sitting_on_chair,0,none,train
w25_00000312,bits,user10,user10_adl10,rapidly_sitting_on_chair,0,none,train
w25_00000313,bits,user10,user10_adl10,rapidly_sitting_on_chair,0,none,train
w25_00000314,bits,user10,user10_adl10,rapidly_sitting_on_chair,0,none,train
w25_00000315,bits,user10,user10_adl10,rapidly_sitting_on_chair,0,none,train
w25_00000316,bits,user10,user10_adl10,rapidly_sitting_on_chair,0,none,train
w25_00000317,bits,user10,user10_adl10,rapidly_sitting_on_chair,0,none,train
w25_00000318,bits,user10,user10_adl10,rapidly_sitting_on_chair,0,none,train
w25_00000319,bits,user10,user10_adl10,rapidly_sitting_on_chair,0,none,train
w25_00000320,bits,user10,user10_adl10,rapidly_sitting_on_chair,0,none,train
w25_00000321,bits,user10,user10_adl10,rapidly_sitting_on_chair,0,none,train
w25_00000322,bits,user10,user10_adl10,rapidly_sitting_on_chair,0,none,train
w25_00000323,bits,user10,user10_adl10,rapidly_sitting_on_chair,0,none,train
w25_00000324,bits,user10,user10_adl10,rapidly_sitting_on_chair,0,none,train
w25_00000325,bits,user10,user10_adl10,rapidly_sitting_on_chair,0,none,train
w25_00000326,bits,user10,user10_adl10,rapidly_sitting_on_chair,0,none,train
w25_00000327,bits,user10,user10_adl10,rapidly_sitting_on_chair,0,none,train
w25_00000328,bits,user10,user10_adl10,rapidly_sitting_on_chair,0,none,train
w25_00000329,bits,user10,user10_adl10,rapidly_sitting_on_chair,0,none,train
w25_00000330,bits,user10,user10_adl10,rapidly_sitting_on_chair,0,none,train
w25_00000331,bits,user10,user10_adl10,rapidly_sitting_on_chair,0,none,train
w25_00000332,bits,user10,user10_adl10,rapidly_sitting_on_chair,0,none,train
w25_00000333,bits,user10,user10_adl10,rapidly_sitting_on_chair,0,none,train
w25_00000334,bits,user10,user10_adl10,rapidly_sitting_on_chair,0,none,train
w25_00000335,bits,user10,user10_adl10,rapidly_sitting_on_chair,0,none,train
w25_00000336,bits,user10,user10_adl10,rapidly_sitting_on_chair,0,none,train
w25_00000337,bits,user10,user10_adl10,rapidly_sitting_on_chair,0,none,train
w25_00000338,bits,user10,user10_adl10,rapidly_sitting_on_chair,0,none,train
w25_00000339,bits,user10,user10_adl10,rapidly_sitting_on_chair,0,none,train
w25_00000340,bits,user10,user10_adl10,rapidly_sitting_on_chair,0,none,train
w25_00000341,bits,user10,user10_adl10,rapidly_sitting_on_chair,0,none,train
w25_00000342,bits,user10,user10_adl10,rapidly_sitting_on_chair,0,none,train
w25_00000343,bits,user10,user10_adl10,rapidly_sitting_on_chair,0,none,train
w25_00000344,bits,user10,user10_adl10,rapidly_sitting_on_chair,0,none,train
w25_00000345,bits,user10,user10_adl10,rapidly_sitting_on_chair,0,none,train
w25_00000346,bits,user10,user10_adl10,rapidly_sitting_on_chair,0,none,train
w25_00000347,bits,user10,user10_adl10,rapidly_sitting_on_chair,0,none,train
w25_00000348,bits,user10,user10_adl10,rapidly_sitting_on_chair,0,none,train
w25_00000349,bits,user10,user10_adl10,rapidly_sitting_on_chair,0,none,train
w25_00000350,bits,user10,user10_adl10,rapidly_sitting_on_chair,0,none,train
w25_00000351,bits,user10,user10_adl10,rapidly_sitting_on_chair,0,none,train
w25_00000352,bits,user10,user10_adl10,rapidly_sitting_on_chair,0,none,train
w25_00000353,bits,user10,user10_adl10,rapidly_sitting_on_chair,0,none,train
w25_00000354,bits,user10,user10_adl10,rapidly_sitting_on_chair,0,none,train
w25_00000355,bits,user10,user10_adl10,rapidly_sitting_on_chair,0,none,train
w25_00000356,bits,user10,user10_adl10,rapidly_sitting_on_chair,0,none,train
w25_00000357,bits,user10,user10_adl11,nearly_sitting_and_getting_up,0,none,train
w25_00000358,bits,user10,user10_adl11,nearly_sitting_and_getting_up,0,none,train
w25_00000359,bits,user10,user10_adl11,nearly_sitting_and_getting_up,0,none,train
w25_00000360,bits,user10,user10_adl11,nearly_sitting_and_getting_up,0,none,train
w25_00000361,bits,user10,user10_adl11,nearly_sitting_and_getting_up,0,none,train
w25_00000362,bits,user10,user10_adl11,nearly_sitting_and_getting_up,0,none,train
w25_00000363,bits,user10,user10_adl11,nearly_sitting_and_getting_up,0,none,train
w25_00000364,bits,user10,user10_adl11,nearly_sitting_and_getting_up,0,none,train
w25_00000365,bits,user10,user10_adl11,nearly_sitting_and_getting_up,0,none,train
w25_00000366,bits,user10,user10_adl11,nearly_sitting_and_getting_up,0,none,train
w25_00000367,bits,user10,user10_adl11,nearly_sitting_and_getting_up,0,none,train
w25_00000368,bits,user10,user10_adl11,nearly_sitting_and_getting_up,0,none,train
w25_00000369,bits,user10,user10_adl11,nearly_sitting_and_getting_up,0,none,train
w25_00000370,bits,user10,user10_adl11,nearly_sitting_and_getting_up,0,none,train
w25_00000371,bits,user10,user10_adl11,nearly_sitting_and_getting_up,0,none,train
w25_00000372,bits,user10,user10_adl11,nearly_sitting_and_getting_up,0,none,train
w25_00000373,bits,user10,user10_adl11,nearly_sitting_and_getting_up,0,none,train
w25_00000374,bits,user10,user10_adl11,nearly_sitting_and_getting_up,0,none,train
w25_00000375,bits,user10,user10_adl11,nearly_sitting_and_getting_up,0,none,train
w25_00000376,bits,user10,user10_adl11,nearly_sitting_and_getting_up,0,none,train
w25_00000377,bits,user10,user10_adl11,nearly_sitting_and_getting_up,0,none,train
w25_00000378,bits,user10,user10_adl11,nearly_sitting_and_getting_up,0,none,train
w25_00000379,bits,user10,user10_adl11,nearly_sitting_and_getting_up,0,none,train
w25_00000380,bits,user10,user10_adl11,nearly_sitting_and_getting_up,0,none,train
w25_00000381,bits,user10,user10_adl11,nearly_sitting_and_getting_up,0,none,train
w25_00000382,bits,user10,user10_adl11,nearly_sitting_and_getting_up,0,none,train
w25_00000383,bits,user10,user10_adl11,nearly_sitting_and_getting_up,0,none,train
w25_00000384,bits,user10,user10_adl11,nearly_sitting_and_getting_up,0,none,train
w25_00000385,bits,user10,user10_adl11,nearly_sitting_and_getting_up,0,none,train
w25_00000386,bits,user10,user10_adl11,nearly_sitting_and_getting_up,0,none,train
w25_00000387,bits,user10,user10_adl11,nearly_sitting_and_getting_up,0,none,train
w25_00000388,bits,user10,user10_adl11,nearly_sitting_and_getting_up,0,none,train
w25_00000389,bits,user10,user10_adl11,nearly_sitting_and_getting_up,0,none,train
w25_00000390,bits,user10,user10_adl11,nearly_sitting_and_getting_up,0,none,train
w25_00000391,bits,user10,user10_adl11,nearly_sitting_and_getting_up,0,none,train
w25_00000392,bits,user10,user10_adl11,nearly_sitting_and_getting_up,0,none,train
w25_00000393,bits,user10,user10_adl11,nearly_sitting_and_getting_up,0,none,train
w25_00000394,bits,user10,user10_adl11,nearly_sitting_and_getting_up,0,none,train
w25_00000395,bits,user10,user10_adl11,nearly_sitting_and_getting_up,0,none,train
w25_00000396,bits,user10,user10_adl11,nearly_sitting_and_getting_up,0,none,train
