dataset,source_path,subject_id,trial_id,activity_id,source_hz,target_hz,raw_samples,processed_samples,duration_seconds,effective_fs_before,effective_fs_after,resampling_method,timestamp_irregular,duplicate_timestamps,fall_interval_start,fall_interval_end
weda,C:\Users\ADMIN\Desktop\ds-fall\data\raw\WEDA-FALL-main\dataset\25Hz\D01\U22_R01_accel.csv,U22,R01,D01,25.0,25.0,504,509,20.32,24.746630890474478,25.0,raw_25hz_time_aligned_to_uniform_25hz,True,0,,
weda,C:\Users\ADMIN\Desktop\ds-fall\data\raw\WEDA-FALL-main\dataset\25Hz\D01\U22_R02_accel.csv,U22,R02,D01,25.0,25.0,587,593,23.68,24.747355589046613,25.0,raw_25hz_time_aligned_to_uniform_25hz,True,0,,
weda,C:\Users\ADMIN\Desktop\ds-fall\data\raw\WEDA-FALL-main\dataset\25Hz\D01\U23_R01_accel.csv,U23,R01,D01,25.0,25.0,430,434,17.32,24.748334761491694,25.0,raw_25hz_time_aligned_to_uniform_25hz,True,0,,
weda,C:\Users\ADMIN\Desktop\ds-fall\data\raw\WEDA-FALL-main\dataset\25Hz\D01\U23_R02_accel.csv,U23,R02,D01,25.0,25.0,691,698,27.88,24.732069535767337,25.0,raw_25hz_time_aligned_to_uniform_25hz,True,0,,
weda,C:\Users\ADMIN\Desktop\ds-fall\data\raw\WEDA-FALL-main\dataset\25Hz\D01\U24_R01_accel.csv,U24,R01,D01,25.0,25.0,610,615,24.560000000000002,24.754086056196506,24.999999999999996,raw_25hz_time_aligned_to_uniform_25hz,True,0,,
weda,C:\Users\ADMIN\Desktop\ds-fall\data\raw\WEDA-FALL-main\dataset\25Hz\D01\U24_R02_accel.csv,U24,R02,D01,25.0,25.0,459,463,18.48,24.73803788508706,25.0,raw_25hz_time_aligned_to_uniform_25hz,True,0,,
weda,C:\Users\ADMIN\Desktop\ds-fall\data\raw\WEDA-FALL-main\dataset\25Hz\D01\U24_R03_accel.csv,U24,R03,D01,25.0,25.0,541,546,21.799999999999997,24.736037366831347,25.000000000000004,raw_25hz_time_aligned_to_uniform_25hz,True,0,,
weda,C:\Users\ADMIN\Desktop\ds-fall\data\raw\WEDA-FALL-main\dataset\25Hz\D01\U25_R01_accel.csv,U25,R01,D01,25.0,25.0,456,461,18.400000000000002,24.727682028881958,24.999999999999996,raw_25hz_time_aligned_to_uniform_25hz,True,0,,
weda,C:\Users\ADMIN\Desktop\ds-fall\data\raw\WEDA-FALL-main\dataset\25Hz\D01\U25_R02_accel.csv,U25,R02,D01,25.0,25.0,558,563,22.48,24.759408009554114,25.0,raw_25hz_time_aligned_to_uniform_25hz,True,0,,
weda,C:\Users\ADMIN\Desktop\ds-fall\data\raw\WEDA-FALL-main\dataset\25Hz\D01\U26_R01_accel.csv,U26,R01,D01,25.0,25.0,444,449,17.92,24.70168402907138,24.999999999999996,raw_25hz_time_aligned_to_uniform_25hz,True,0,,
weda,C:\Users\ADMIN\Desktop\ds-fall\data\raw\WEDA-FALL-main\dataset\25Hz\D01\U26_R02_accel.csv,U26,R02,D01,25.0,25.0,365,368,14.68,24.753485667007965,25.0,raw_25hz_time_aligned_to_uniform_25hz,True,0,,
weda,C:\Users\ADMIN\Desktop\ds-fall\data\raw\WEDA-FALL-main\dataset\25Hz\D01\U27_R01_accel.csv,U27,R01,D01,25.0,25.0,517,521,20.8,24.77196402799813,25.0,raw_25hz_time_aligned_to_uniform_25hz,True,0,,
weda,C:\Users\ADMIN\Desktop\ds-fall\data\raw\WEDA-FALL-main\dataset\25Hz\D01\U27_R02_accel.csv,U27,R02,D01,25.0,25.0,511,515,20.56,24.77231342840834,25.0,raw_25hz_time_aligned_to_uniform_25hz,True,0,,
weda,C:\Users\ADMIN\Desktop\ds-fall\data\raw\WEDA-FALL-main\dataset\25Hz\D01\U28_R01_accel.csv,U28,R01,D01,25.0,25.0,420,423,16.88,24.751167082409168,25.0,raw_25hz_time_aligned_to_uniform_25hz,True,0,,
weda,C:\Users\ADMIN\Desktop\ds-fall\data\raw\WEDA-FALL-main\dataset\25Hz\D01\U28_R02_accel.csv,U28,R02,D01,25.0,25.0,446,452,18.04,24.670887442217193,25.0,raw_25hz_time_aligned_to_uniform_25hz,True,0,,
weda,C:\Users\ADMIN\Desktop\ds-fall\data\raw\WEDA-FALL-main\dataset\25Hz\D01\U28_R03_accel.csv,U28,R03,D01,25.0,25.0,504,508,20.28,24.775889018309513,25.0,raw_25hz_time_aligned_to_uniform_25hz,True,0,,
weda,C:\Users\ADMIN\Desktop\ds-fall\data\raw\WEDA-FALL-main\dataset\25Hz\D01\U29_R01_accel.csv,U29,R01,D01,25.0,25.0,339,341,13.6,24.828296279336517,25.0,raw_25hz_time_aligned_to_uniform_25hz,True,0,,
weda,C:\Users\ADMIN\Desktop\ds-fall\data\raw\WEDA-FALL-main\dataset\25Hz\D01\U29_R02_accel.csv,U29,R02,D01,25.0,25.0,247,248,9.880000000000003,24.800907604378164,24.999999999999993,raw_25hz_time_aligned_to_uniform_25hz,True,0,,
weda,C:\Users\ADMIN\Desktop\ds-fall\data\raw\WEDA-FALL-main\dataset\25Hz\D01\U29_R03_accel.csv,U29,R03,D01,25.0,25.0,279,280,11.16,24.823645166228665,25.0,raw_25hz_time_aligned_to_uniform_25hz,True,0,,
weda,C:\Users\ADMIN\Desktop\ds-fall\data\raw\WEDA-FALL-main\dataset\25Hz\D01\U30_R01_accel.csv,U30,R01,D01,25.0,25.0,353,355,14.16,24.791351967661328,25.0,raw_25hz_time_aligned_to_uniform_25hz,True,0,,
weda,C:\Users\ADMIN\Desktop\ds-fall\data\raw\WEDA-FALL-main\dataset\25Hz\D01\U30_R02_accel.csv,U30,R02,D01,25.0,25.0,286,288,11.48,24.78692865126463,25.0,raw_25hz_time_aligned_to_uniform_25hz,True,0,,
weda,C:\Users\ADMIN\Desktop\ds-fall\data\raw\WEDA-FALL-main\dataset\25Hz\D01\U30_R03_accel.csv,U30,R03,D01,25.0,25.0,276,279,11.120000000000001,24.669216730073025,24.999999999999996,raw_25hz_time_aligned_to_uniform_25hz,True,0,,
weda,C:\Users\ADMIN\Desktop\ds-fall\data\raw\WEDA-FALL-main\dataset\25Hz\D01\U31_R01_accel.csv,U31,R01,D01,25.0,25.0,382,385,15.36,24.779158031773523,25.0,raw_25hz_time_aligned_to_uniform_25hz,True,0,,
weda,C:\Users\ADMIN\Desktop\ds-fall\data\raw\WEDA-FALL-main\dataset\25Hz\D01\U31_R02_accel.csv,U31,R02,D01,25.0,25.0,296,298,11.88,24.775343808401722,25.0,raw_25hz_time_aligned_to_uniform_25hz,True,0,,
weda,C:\Users\ADMIN\Desktop\ds-fall\data\raw\WEDA-FALL-main\dataset\25Hz\D02\U01_R01_accel.csv,U01,R01,D02,25.0,25.0,410,413,16.48,24.76911941718446,25.0,raw_25hz_time_aligned_to_uniform_25hz,True,0,,
weda,C:\Users\ADMIN\Desktop\ds-fall\data\raw\WEDA-FALL-main\dataset\25Hz\D02\U01_R02_accel.csv,U01,R02,D02,25.0,25.0,473,475,18.96,24.870904255885677,25.0,raw_25hz_time_aligned_to_uniform_25hz,True,0,,
weda,C:\Users\ADMIN\Desktop\ds-fall\data\raw\WEDA-FALL-main\dataset\25Hz\D02\U01_R03_accel.csv,U01,R03,D02,25.0,25.0,457,461,18.400000000000002,24.739590615281536,24.999999999999996,raw_25hz_time_aligned_to_uniform_25hz,True,0,,
weda,C:\Users\ADMIN\Desktop\ds-fall\data\raw\WEDA-FALL-main\dataset\25Hz\D02\U02_R01_accel.csv,U02,R01,D02,25.0,25.0,426,430,17.16,24.73662901089952,25.0,raw_25hz_time_aligned_to_uniform_25hz,True,0,,
weda,C:\Users\ADMIN\Desktop\ds-fall\data\raw\WEDA-FALL-main\dataset\25Hz\D02\U02_R02_accel.csv,U02,R02,D02,25.0,25.0,528,530,21.159999999999997,24.797148042283823,25.000000000000004,raw_25hz_time_aligned_to_uniform_25hz,True,0,,
weda,C:\Users\ADMIN\Desktop\ds-fall\data\raw\WEDA-FALL-main\dataset\25Hz\D02\U02_R03_accel.csv,U02,R03,D02,25.0,25.0,405,408,16.28,24.777675932446904,25.0,raw_25hz_time_aligned_to_uniform_25hz,True,0,,
weda,C:\Users\ADMIN\Desktop\ds-fall\data\raw\WEDA-FALL-main\dataset\25Hz\D02\U03_R01_accel.csv,U03,R01,D02,25.0,25.0,318,321,12.8,24.742429123571014,25.0,raw_25hz_time_aligned_to_uniform_25hz,True,0,,
weda,C:\Users\ADMIN\Desktop\ds-fall\data\raw\WEDA-FALL-main\dataset\25Hz\D02\U03_R02_accel.csv,U03,R02,D02,25.0,25.0,308,311,12.4,24.73114048831806,25.0,raw_25hz_time_aligned_to_uniform_25hz,True,0,,
weda,C:\Users\ADMIN\Desktop\ds-fall\data\raw\WEDA-FALL-main\dataset\25Hz\D02\U03_R03_accel.csv,U03,R03,D02,25.0,25.0,385,388,15.48,24.793654887799846,25.0,raw_25hz_time_aligned_to_uniform_25hz,True,0,,
weda,C:\Users\ADMIN\Desktop\ds-fall\data\raw\WEDA-FALL-main\dataset\25Hz\D02\U04_R01_accel.csv,U04,R01,D02,25.0,25.0,376,378,15.08,24.844308996952428,25.0,raw_25hz_time_aligned_to_uniform_25hz,True,0,,
weda,C:\Users\ADMIN\Desktop\ds-fall\data\raw\WEDA-FALL-main\dataset\25Hz\D02\U04_R02_accel.csv,U04,R02,D02,25.0,25.0,379,383,15.280000000000001,24.759609913294852,24.999999999999996,raw_25hz_time_aligned_to_uniform_25hz,True,0,,
weda,C:\Users\ADMIN\Desktop\ds-fall\data\raw\WEDA-FALL-main\dataset\25Hz\D02\U04_R03_accel.csv,U04,R03,D02,25.0,25.0,357,360,14.36,24.77728297080156,25.0,raw_25hz_time_aligned_to_uniform_25hz,True,0,,
weda,C:\Users\ADMIN\Desktop\ds-fall\data\raw\WEDA-FALL-main\dataset\25Hz\D02\U05_R01_accel.csv,U05,R01,D02,25.0,25.0,553,559,22.32,24.72564434346181,25.0,raw_25hz_time_aligned_to_uniform_25hz,True,0,,
weda,C:\Users\ADMIN\Desktop\ds-fall\data\raw\WEDA-FALL-main\dataset\25Hz\D02\U05_R02_accel.csv,U05,R02,D02,25.0,25.0,489,494,19.72,24.67774543542837,25.0,raw_25hz_time_aligned_to_uniform_25hz,True,0,,
weda,C:\Users\ADMIN\Desktop\ds-fall\data\raw\WEDA-FALL-main\dataset\25Hz\D02\U05_R03_accel.csv,U05,R03,D02,25.0,25.0,487,491,19.6,24.761177064756055,24.999999999999996,raw_25hz_time_aligned_to_uniform_25hz,True,0,,
weda,C:\Users\ADMIN\Desktop\ds-fall\data\raw\WEDA-FALL-main\dataset\25Hz\D02\U06_R01_accel.csv,U06,R01,D02,25.0,25.0,423,425,16.96,24.851304743767056,25.0,raw_25hz_time_aligned_to_uniform_25hz,True,0,,
weda,C:\Users\ADMIN\Desktop\ds-fall\data\raw\WEDA-FALL-main\dataset\25Hz\D02\U06_R02_accel.csv,U06,R02,D02,25.0,25.0,436,441,17.6,24.714504857678538,24.999999999999996,raw_25hz_time_aligned_to_uniform_25hz,True,0,,
weda,C:\Users\ADMIN\Desktop\ds-fall\data\raw\WEDA-FALL-main\dataset\25Hz\D02\U06_R03_accel.csv,U06,R03,D02,25.0,25.0,424,428,17.080000000000002,24.727443820031777,24.999999999999996,raw_25hz_time_aligned_to_uniform_25hz,True,0,,
weda,C:\Users\ADMIN\Desktop\ds-fall\data\raw\WEDA-FALL-main\dataset\25Hz\D02\U07_R01_accel.csv,U07,R01,D02,25.0,25.0,400,404,16.12,24.69900711657919,25.0,raw_25hz_time_aligned_to_uniform_25hz,True,0,,
weda,C:\Users\ADMIN\Desktop\ds-fall\data\raw\WEDA-FALL-main\dataset\25Hz\D02\U07_R02_accel.csv,U07,R02,D02,25.0,25.0,504,508,20.28,24.78259980470054,25.0,raw_25hz_time_aligned_to_uniform_25hz,True,0,,
weda,C:\Users\ADMIN\Desktop\ds-fall\data\raw\WEDA-FALL-main\dataset\25Hz\D02\U07_R03_accel.csv,U07,R03,D02,25.0,25.0,491,496,19.8,24.755848937846448,25.0,raw_25hz_time_aligned_to_uniform_25hz,True,0,,
weda,C:\Users\ADMIN\Desktop\ds-fall\data\raw\WEDA-FALL-main\dataset\25Hz\D02\U08_R01_accel.csv,U08,R01,D02,25.0,25.0,627,633,25.28,24.74601766233052,25.0,raw_25hz_time_aligned_to_uniform_25hz,True,0,,
weda,C:\Users\ADMIN\Desktop\ds-fall\data\raw\WEDA-FALL-main\dataset\25Hz\D02\U08_R02_accel.csv,U08,R02,D02,25.0,25.0,700,708,28.28,24.70139235539269,25.0,raw_25hz_time_aligned_to_uniform_25hz,True,0,,
weda,C:\Users\ADMIN\Desktop\ds-fall\data\raw\WEDA-FALL-main\dataset\25Hz\D02\U08_R03_accel.csv,U08,R03,D02,25.0,25.0,644,650,25.96,24.752379675804107,25.0,raw_25hz_time_aligned_to_uniform_25hz,True,0,,
weda,C:\Users\ADMIN\Desktop\ds-fall\data\raw\WEDA-FALL-main\dataset\25Hz\D02\U09_R01_accel.csv,U09,R01,D02,25.0,25.0,449,452,18.04,24.78013285748847,25.0,raw_25hz_time_aligned_to_uniform_25hz,True,0,,
weda,C:\Users\ADMIN\Desktop\ds-fall\data\raw\WEDA-FALL-main\dataset\25Hz\D02\U09_R02_accel.csv,U09,R02,D02,25.0,25.0,405,409,16.32,24.71628334714274,25.0,raw_25hz_time_aligned_to_uniform_25hz,True,0,,
weda,C:\Users\ADMIN\Desktop\ds-fall\data\raw\WEDA-FALL-main\dataset\25Hz\D02\U09_R03_accel.csv,U09,R03,D02,25.0,25.0,422,426,17.0,24.76106457074429,25.0,raw_25hz_time_aligned_to_uniform_25hz,True,0,,
weda,C:\Users\ADMIN\Desktop\ds-fall\data\raw\WEDA-FALL-main\dataset\25Hz\D02\U10_R01_accel.csv,U10,R01,D02,25.0,25.0,501,506,20.2,24.755782854044217,25.0,raw_25hz_time_aligned_to_uniform_25hz,True,0,,
weda,C:\Users\ADMIN\Desktop\ds-fall\data\raw\WEDA-FALL-main\dataset\25Hz\D02\U10_R02_accel.csv,U10,R02,D02,25.0,25.0,487,491,19.6,24.758023690521448,24.999999999999996,raw_25hz_time_aligned_to_uniform_25hz,True,0,,
weda,C:\Users\ADMIN\Desktop\ds-fall\data\raw\WEDA-FALL-main\dataset\25Hz\D02\U10_R03_accel.csv,U10,R03,D02,25.0,25.0,496,501,20.0,24.71354765601634,25.0,raw_25hz_time_aligned_to_uniform_25hz,True,0,,
weda,C:\Users\ADMIN\Desktop\ds-fall\data\raw\WEDA-FALL-main\dataset\25Hz\D02\U11_R01_accel.csv,U11,R01,D02,25.0,25.0,429,434,17.32,24.69919959465674,25.0,raw_25hz_time_aligned_to_uniform_25hz,True,0,,
weda,C:\Users\ADMIN\Desktop\ds-fall\data\raw\WEDA-FALL-main\dataset\25Hz\D02\U11_R02_accel.csv,U11,R02,D02,25.0,25.0,550,556,22.2,24.72193472567202,25.0,raw_25hz_time_aligned_to_uniform_25hz,True,0,,
weda,C:\Users\ADMIN\Desktop\ds-fall\data\raw\WEDA-FALL-main\dataset\25Hz\D02\U11_R03_accel.csv,U11,R03,D02,25.0,25.0,497,502,20.04,24.759644463421658,25.0,raw_25hz_time_aligned_to_uniform_25hz,True,0,,
weda,C:\Users\ADMIN\Desktop\ds-fall\data\raw\WEDA-FALL-main\dataset\25Hz\D02\U12_R01_accel.csv,U12,R01,D02,25.0,25.0,338,341,13.6,24.736668290375732,25.0,raw_25hz_time_aligned_to_uniform_25hz,True,0,,
