window_id,dataset,source_path,source_folder,subject_id,trial_id,activity_id,activity_name,activity,fall_label,direction_label,direction_supervised,start_idx,end_idx,start_time,end_time,sampling_rate,window_size,stride_size,feature_order,source_hz,target_hz,resampling_method,window_rule,original_length,processed_length,fall_interval_start,fall_interval_end,unit_conversion,sensor_position,dataset_name,acc_unit_before,gyro_unit_before,acc_unit_after,gyro_unit_after,conversion_factor_acc,conversion_factor_gyro,unit_harmonized,split
w25_00000010,bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user1\user1_adl12.csv,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset,user1,user1_adl12,adl12,swinging_hands,swinging_hands,0,none,False,48,98,1.92,3.92,25.0,50,12,"ax,ay,az,gx,gy,gz,acc_mag,gyro_mag,jerk,roll,pitch,tilt_delta",20.0,25.0,uniform_20hz_time_interpolation_to_25hz,adl_sliding_capped,122,152,,,dataset_unit_map,wrist,bits,m/s^2,rad/s,m/s^2,rad/s,1.0,1.0,True,train
w25_00000011,bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user1\user1_adl13.csv,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset,user1,user1_adl13,adl13,lying_on_bed,lying_on_bed,0,none,False,0,50,0.0,2.0,25.0,50,12,"ax,ay,az,gx,gy,gz,acc_mag,gyro_mag,jerk,roll,pitch,tilt_delta",20.0,25.0,uniform_20hz_time_interpolation_to_25hz,adl_sliding_capped,168,209,,,dataset_unit_map,wrist,bits,m/s^2,rad/s,m/s^2,rad/s,1.0,1.0,True,train
w25_00000012,bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user1\user1_adl13.csv,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset,user1,user1_adl13,adl13,lying_on_bed,lying_on_bed,0,none,False,12,62,0.48,2.48,25.0,50,12,"ax,ay,az,gx,gy,gz,acc_mag,gyro_mag,jerk,roll,pitch,tilt_delta",20.0,25.0,uniform_20hz_time_interpolation_to_25hz,adl_sliding_capped,168,209,,,dataset_unit_map,wrist,bits,m/s^2,rad/s,m/s^2,rad/s,1.0,1.0,True,train
w25_00000013,bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user1\user1_adl13.csv,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset,user1,user1_adl13,adl13,lying_on_bed,lying_on_bed,0,none,False,24,74,0.96,2.96,25.0,50,12,"ax,ay,az,gx,gy,gz,acc_mag,gyro_mag,jerk,roll,pitch,tilt_delta",20.0,25.0,uniform_20hz_time_interpolation_to_25hz,adl_sliding_capped,168,209,,,dataset_unit_map,wrist,bits,m/s^2,rad/s,m/s^2,rad/s,1.0,1.0,True,train
w25_00000014,bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user1\user1_adl13.csv,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset,user1,user1_adl13,adl13,lying_on_bed,lying_on_bed,0,none,False,36,86,1.44,3.44,25.0,50,12,"ax,ay,az,gx,gy,gz,acc_mag,gyro_mag,jerk,roll,pitch,tilt_delta",20.0,25.0,uniform_20hz_time_interpolation_to_25hz,adl_sliding_capped,168,209,,,dataset_unit_map,wrist,bits,m/s^2,rad/s,m/s^2,rad/s,1.0,1.0,True,train
w25_00000015,bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user1\user1_adl13.csv,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset,user1,user1_adl13,adl13,lying_on_bed,lying_on_bed,0,none,False,48,98,1.92,3.92,25.0,50,12,"ax,ay,az,gx,gy,gz,acc_mag,gyro_mag,jerk,roll,pitch,tilt_delta",20.0,25.0,uniform_20hz_time_interpolation_to_25hz,adl_sliding_capped,168,209,,,dataset_unit_map,wrist,bits,m/s^2,rad/s,m/s^2,rad/s,1.0,1.0,True,train
w25_00000016,bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user1\user1_adl2.csv,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset,user1,user1_adl2,adl2,walking_quickly,walking_quickly,0,none,False,0,50,0.0,2.0,25.0,50,12,"ax,ay,az,gx,gy,gz,acc_mag,gyro_mag,jerk,roll,pitch,tilt_delta",20.0,25.0,uniform_20hz_time_interpolation_to_25hz,adl_sliding_capped,215,268,,,dataset_unit_map,wrist,bits,m/s^2,rad/s,m/s^2,rad/s,1.0,1.0,True,train
w25_00000017,bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user1\user1_adl2.csv,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset,user1,user1_adl2,adl2,walking_quickly,walking_quickly,0,none,False,12,62,0.48,2.48,25.0,50,12,"ax,ay,az,gx,gy,gz,acc_mag,gyro_mag,jerk,roll,pitch,tilt_delta",20.0,25.0,uniform_20hz_time_interpolation_to_25hz,adl_sliding_capped,215,268,,,dataset_unit_map,wrist,bits,m/s^2,rad/s,m/s^2,rad/s,1.0,1.0,True,train
w25_00000018,bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user1\user1_adl2.csv,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset,user1,user1_adl2,adl2,walking_quickly,walking_quickly,0,none,False,24,74,0.96,2.96,25.0,50,12,"ax,ay,az,gx,gy,gz,acc_mag,gyro_mag,jerk,roll,pitch,tilt_delta",20.0,25.0,uniform_20hz_time_interpolation_to_25hz,adl_sliding_capped,215,268,,,dataset_unit_map,wrist,bits,m/s^2,rad/s,m/s^2,rad/s,1.0,1.0,True,train
w25_00000019,bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user1\user1_adl2.csv,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset,user1,user1_adl2,adl2,walking_quickly,walking_quickly,0,none,False,36,86,1.44,3.44,25.0,50,12,"ax,ay,az,gx,gy,gz,acc_mag,gyro_mag,jerk,roll,pitch,tilt_delta",20.0,25.0,uniform_20hz_time_interpolation_to_25hz,adl_sliding_capped,215,268,,,dataset_unit_map,wrist,bits,m/s^2,rad/s,m/s^2,rad/s,1.0,1.0,True,train
w25_00000020,bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user1\user1_adl2.csv,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset,user1,user1_adl2,adl2,walking_quickly,walking_quickly,0,none,False,48,98,1.92,3.92,25.0,50,12,"ax,ay,az,gx,gy,gz,acc_mag,gyro_mag,jerk,roll,pitch,tilt_delta",20.0,25.0,uniform_20hz_time_interpolation_to_25hz,adl_sliding_capped,215,268,,,dataset_unit_map,wrist,bits,m/s^2,rad/s,m/s^2,rad/s,1.0,1.0,True,train
w25_00000021,bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user1\user1_adl3.csv,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset,user1,user1_adl3,adl3,jogging,jogging,0,none,False,0,50,0.0,2.0,25.0,50,12,"ax,ay,az,gx,gy,gz,acc_mag,gyro_mag,jerk,roll,pitch,tilt_delta",20.0,25.0,uniform_20hz_time_interpolation_to_25hz,adl_sliding_capped,46,57,,,dataset_unit_map,wrist,bits,m/s^2,rad/s,m/s^2,rad/s,1.0,1.0,True,train
w25_00000022,bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user1\user1_adl4.csv,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset,user1,user1_adl4,adl4,jumping,jumping,0,none,False,0,50,0.0,2.0,25.0,50,12,"ax,ay,az,gx,gy,gz,acc_mag,gyro_mag,jerk,roll,pitch,tilt_delta",20.0,25.0,uniform_20hz_time_interpolation_to_25hz,adl_sliding_capped,42,52,,,dataset_unit_map,wrist,bits,m/s^2,rad/s,m/s^2,rad/s,1.0,1.0,True,train
w25_00000023,bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user1\user1_adl5.csv,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset,user1,user1_adl5,adl5,climbing_up_slowly,climbing_up_slowly,0,none,False,0,50,0.0,2.0,25.0,50,12,"ax,ay,az,gx,gy,gz,acc_mag,gyro_mag,jerk,roll,pitch,tilt_delta",20.0,25.0,uniform_20hz_time_interpolation_to_25hz,adl_sliding_capped,166,207,,,dataset_unit_map,wrist,bits,m/s^2,rad/s,m/s^2,rad/s,1.0,1.0,True,train
w25_00000024,bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user1\user1_adl5.csv,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset,user1,user1_adl5,adl5,climbing_up_slowly,climbing_up_slowly,0,none,False,12,62,0.48,2.48,25.0,50,12,"ax,ay,az,gx,gy,gz,acc_mag,gyro_mag,jerk,roll,pitch,tilt_delta",20.0,25.0,uniform_20hz_time_interpolation_to_25hz,adl_sliding_capped,166,207,,,dataset_unit_map,wrist,bits,m/s^2,rad/s,m/s^2,rad/s,1.0,1.0,True,train
w25_00000025,bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user1\user1_adl5.csv,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset,user1,user1_adl5,adl5,climbing_up_slowly,climbing_up_slowly,0,none,False,24,74,0.96,2.96,25.0,50,12,"ax,ay,az,gx,gy,gz,acc_mag,gyro_mag,jerk,roll,pitch,tilt_delta",20.0,25.0,uniform_20hz_time_interpolation_to_25hz,adl_sliding_capped,166,207,,,dataset_unit_map,wrist,bits,m/s^2,rad/s,m/s^2,rad/s,1.0,1.0,True,train
w25_00000026,bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user1\user1_adl5.csv,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset,user1,user1_adl5,adl5,climbing_up_slowly,climbing_up_slowly,0,none,False,36,86,1.44,3.44,25.0,50,12,"ax,ay,az,gx,gy,gz,acc_mag,gyro_mag,jerk,roll,pitch,tilt_delta",20.0,25.0,uniform_20hz_time_interpolation_to_25hz,adl_sliding_capped,166,207,,,dataset_unit_map,wrist,bits,m/s^2,rad/s,m/s^2,rad/s,1.0,1.0,True,train
w25_00000027,bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user1\user1_adl5.csv,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset,user1,user1_adl5,adl5,climbing_up_slowly,climbing_up_slowly,0,none,False,48,98,1.92,3.92,25.0,50,12,"ax,ay,az,gx,gy,gz,acc_mag,gyro_mag,jerk,roll,pitch,tilt_delta",20.0,25.0,uniform_20hz_time_interpolation_to_25hz,adl_sliding_capped,166,207,,,dataset_unit_map,wrist,bits,m/s^2,rad/s,m/s^2,rad/s,1.0,1.0,True,train
w25_00000028,bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user1\user1_adl8.csv,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset,user1,user1_adl8,adl8,climbing_down_normally,climbing_down_normally,0,none,False,0,50,0.0,2.0,25.0,50,12,"ax,ay,az,gx,gy,gz,acc_mag,gyro_mag,jerk,roll,pitch,tilt_delta",20.0,25.0,uniform_20hz_time_interpolation_to_25hz,adl_sliding_capped,59,73,,,dataset_unit_map,wrist,bits,m/s^2,rad/s,m/s^2,rad/s,1.0,1.0,True,train
w25_00000029,bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user1\user1_adl8.csv,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset,user1,user1_adl8,adl8,climbing_down_normally,climbing_down_normally,0,none,False,12,62,0.48,2.48,25.0,50,12,"ax,ay,az,gx,gy,gz,acc_mag,gyro_mag,jerk,roll,pitch,tilt_delta",20.0,25.0,uniform_20hz_time_interpolation_to_25hz,adl_sliding_capped,59,73,,,dataset_unit_map,wrist,bits,m/s^2,rad/s,m/s^2,rad/s,1.0,1.0,True,train
w25_00000030,bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user1\user1_adl9.csv,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset,user1,user1_adl9,adl9,slowly_sitting_on_chair,slowly_sitting_on_chair,0,none,False,0,50,0.0,2.0,25.0,50,12,"ax,ay,az,gx,gy,gz,acc_mag,gyro_mag,jerk,roll,pitch,tilt_delta",20.0,25.0,uniform_20hz_time_interpolation_to_25hz,adl_sliding_capped,90,112,,,dataset_unit_map,wrist,bits,m/s^2,rad/s,m/s^2,rad/s,1.0,1.0,True,train
w25_00000031,bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user1\user1_adl9.csv,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset,user1,user1_adl9,adl9,slowly_sitting_on_chair,slowly_sitting_on_chair,0,none,False,12,62,0.48,2.48,25.0,50,12,"ax,ay,az,gx,gy,gz,acc_mag,gyro_mag,jerk,roll,pitch,tilt_delta",20.0,25.0,uniform_20hz_time_interpolation_to_25hz,adl_sliding_capped,90,112,,,dataset_unit_map,wrist,bits,m/s^2,rad/s,m/s^2,rad/s,1.0,1.0,True,train
w25_00000032,bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user1\user1_adl9.csv,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset,user1,user1_adl9,adl9,slowly_sitting_on_chair,slowly_sitting_on_chair,0,none,False,24,74,0.96,2.96,25.0,50,12,"ax,ay,az,gx,gy,gz,acc_mag,gyro_mag,jerk,roll,pitch,tilt_delta",20.0,25.0,uniform_20hz_time_interpolation_to_25hz,adl_sliding_capped,90,112,,,dataset_unit_map,wrist,bits,m/s^2,rad/s,m/s^2,rad/s,1.0,1.0,True,train
w25_00000033,bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user1\user1_adl9.csv,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset,user1,user1_adl9,adl9,slowly_sitting_on_chair,slowly_sitting_on_chair,0,none,False,36,86,1.44,3.44,25.0,50,12,"ax,ay,az,gx,gy,gz,acc_mag,gyro_mag,jerk,roll,pitch,tilt_delta",20.0,25.0,uniform_20hz_time_interpolation_to_25hz,adl_sliding_capped,90,112,,,dataset_unit_map,wrist,bits,m/s^2,rad/s,m/s^2,rad/s,1.0,1.0,True,train
w25_00000034,bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user1\user1_adl9.csv,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset,user1,user1_adl9,adl9,slowly_sitting_on_chair,slowly_sitting_on_chair,0,none,False,48,98,1.92,3.92,25.0,50,12,"ax,ay,az,gx,gy,gz,acc_mag,gyro_mag,jerk,roll,pitch,tilt_delta",20.0,25.0,uniform_20hz_time_interpolation_to_25hz,adl_sliding_capped,90,112,,,dataset_unit_map,wrist,bits,m/s^2,rad/s,m/s^2,rad/s,1.0,1.0,True,train
w25_00000035,bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user10\user10_adl1.csv,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset,user10,user10_adl1,adl1,walking_slowly,walking_slowly,0,none,False,0,50,0.0,2.0,25.0,50,12,"ax,ay,az,gx,gy,gz,acc_mag,gyro_mag,jerk,roll,pitch,tilt_delta",20.0,25.0,uniform_20hz_time_interpolation_to_25hz,adl_sliding_capped,2026,2532,,,dataset_unit_map,wrist,bits,m/s^2,rad/s,m/s^2,rad/s,1.0,1.0,True,train
w25_00000036,bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user10\user10_adl1.csv,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset,user10,user10_adl1,adl1,walking_slowly,walking_slowly,0,none,False,12,62,0.48,2.48,25.0,50,12,"ax,ay,az,gx,gy,gz,acc_mag,gyro_mag,jerk,roll,pitch,tilt_delta",20.0,25.0,uniform_20hz_time_interpolation_to_25hz,adl_sliding_capped,2026,2532,,,dataset_unit_map,wrist,bits,m/s^2,rad/s,m/s^2,rad/s,1.0,1.0,True,train
w25_00000037,bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user10\user10_adl1.csv,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset,user10,user10_adl1,adl1,walking_slowly,walking_slowly,0,none,False,24,74,0.96,2.96,25.0,50,12,"ax,ay,az,gx,gy,gz,acc_mag,gyro_mag,jerk,roll,pitch,tilt_delta",20.0,25.0,uniform_20hz_time_interpolation_to_25hz,adl_sliding_capped,2026,2532,,,dataset_unit_map,wrist,bits,m/s^2,rad/s,m/s^2,rad/s,1.0,1.0,True,train
w25_00000038,bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user10\user10_adl1.csv,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset,user10,user10_adl1,adl1,walking_slowly,walking_slowly,0,none,False,36,86,1.44,3.44,25.0,50,12,"ax,ay,az,gx,gy,gz,acc_mag,gyro_mag,jerk,roll,pitch,tilt_delta",20.0,25.0,uniform_20hz_time_interpolation_to_25hz,adl_sliding_capped,2026,2532,,,dataset_unit_map,wrist,bits,m/s^2,rad/s,m/s^2,rad/s,1.0,1.0,True,train
w25_00000039,bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user10\user10_adl1.csv,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset,user10,user10_adl1,adl1,walking_slowly,walking_slowly,0,none,False,48,98,1.92,3.92,25.0,50,12,"ax,ay,az,gx,gy,gz,acc_mag,gyro_mag,jerk,roll,pitch,tilt_delta",20.0,25.0,uniform_20hz_time_interpolation_to_25hz,adl_sliding_capped,2026,2532,,,dataset_unit_map,wrist,bits,m/s^2,rad/s,m/s^2,rad/s,1.0,1.0,True,train
w25_00000040,bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user10\user10_adl10.csv,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset,user10,user10_adl10,adl10,rapidly_sitting_on_chair,rapidly_sitting_on_chair,0,none,False,0,50,0.0,2.0,25.0,50,12,"ax,ay,az,gx,gy,gz,acc_mag,gyro_mag,jerk,roll,pitch,tilt_delta",20.0,25.0,uniform_20hz_time_interpolation_to_25hz,adl_sliding_capped,562,702,,,dataset_unit_map,wrist,bits,m/s^2,rad/s,m/s^2,rad/s,1.0,1.0,True,train
w25_00000041,bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user10\user10_adl10.csv,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset,user10,user10_adl10,adl10,rapidly_sitting_on_chair,rapidly_sitting_on_chair,0,none,False,12,62,0.48,2.48,25.0,50,12,"ax,ay,az,gx,gy,gz,acc_mag,gyro_mag,jerk,roll,pitch,tilt_delta",20.0,25.0,uniform_20hz_time_interpolation_to_25hz,adl_sliding_capped,562,702,,,dataset_unit_map,wrist,bits,m/s^2,rad/s,m/s^2,rad/s,1.0,1.0,True,train
w25_00000042,bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user10\user10_adl10.csv,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset,user10,user10_adl10,adl10,rapidly_sitting_on_chair,rapidly_sitting_on_chair,0,none,False,24,74,0.96,2.96,25.0,50,12,"ax,ay,az,gx,gy,gz,acc_mag,gyro_mag,jerk,roll,pitch,tilt_delta",20.0,25.0,uniform_20hz_time_interpolation_to_25hz,adl_sliding_capped,562,702,,,dataset_unit_map,wrist,bits,m/s^2,rad/s,m/s^2,rad/s,1.0,1.0,True,train
w25_00000043,bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user10\user10_adl10.csv,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset,user10,user10_adl10,adl10,rapidly_sitting_on_chair,rapidly_sitting_on_chair,0,none,False,36,86,1.44,3.44,25.0,50,12,"ax,ay,az,gx,gy,gz,acc_mag,gyro_mag,jerk,roll,pitch,tilt_delta",20.0,25.0,uniform_20hz_time_interpolation_to_25hz,adl_sliding_capped,562,702,,,dataset_unit_map,wrist,bits,m/s^2,rad/s,m/s^2,rad/s,1.0,1.0,True,train
w25_00000044,bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user10\user10_adl10.csv,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset,user10,user10_adl10,adl10,rapidly_sitting_on_chair,rapidly_sitting_on_chair,0,none,False,48,98,1.92,3.92,25.0,50,12,"ax,ay,az,gx,gy,gz,acc_mag,gyro_mag,jerk,roll,pitch,tilt_delta",20.0,25.0,uniform_20hz_time_interpolation_to_25hz,adl_sliding_capped,562,702,,,dataset_unit_map,wrist,bits,m/s^2,rad/s,m/s^2,rad/s,1.0,1.0,True,train
w25_00000045,bits,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset\adl\user10\user10_adl11.csv,C:\Users\ADMIN\Desktop\ds-fall\data\raw\Dataset,user10,user10_adl11,adl11,nearly_sitting_and_getting_up,nearly_sitting_and_getting_up,0,none,False,0,50,0.0,2.0,25.0,50,12,"ax,ay,az,gx,gy,gz,acc_mag,gyro_mag,jerk,roll,pitch,tilt_delta",20.0,25.0,uniform_20hz_time_interpolation_to_25hz,adl_sliding_capped,1136,1419,,,dataset_unit_map,wrist,bits,m/s^2,rad/s,m/s^2,rad/s,1.0,1.0,True,train
