run_id,window_id,activity,subject_id,trial_id,reference_fall_prob,verifier_prob,final_score,reference_pred,extra_pred,reference_fp,extra_fp,corrected_reference_fp,acc_mag_range,acc_mag_max,acc_mag_std,gyro_mag_p95,gyro_mag_mean,jerk_p95,jerk_std,tilt_delta_p95,post_acc_mag_std,post_gyro_mag_std,ay_std,ay_range,gyro_mag_max,gyro_mag_range
FV1B,w25_00004761,clapping_hands,U04,D10_R01,0.9999960660934448,0.4339846577227148,0.4339846577227148,1,1,True,True,False,23.757046,29.839716,6.0340524,6.679994440078733,3.8033056,223.1865135192871,119.34393,20.65963516235351,6.535222053527832,2.026447057723999,,,,
FV1B,w25_00004762,clapping_hands,U04,D10_R01,0.9999936819076538,0.4545868010785591,0.4545868010785591,1,1,True,True,False,23.757046,29.839716,5.8453894,7.358306670188901,4.1428003,209.5551048278808,113.23423,20.65963516235351,5.870294094085693,2.011647224426269,,,,
FV1B,w25_00004763,clapping_hands,U04,D10_R01,0.9999560117721558,0.4322990141753528,0.4322990141753528,1,1,True,True,False,27.782505,33.41137,6.4709034,7.358306670188901,4.196905,219.3846138000488,125.92377,18.62578783035278,4.944234371185303,1.5212044715881348,,,,
FV1B,w25_00004764,clapping_hands,U04,D10_R01,0.2666389346122741,0.4134791058128963,0.2666389346122741,0,1,False,True,False,27.782505,33.41137,5.8719554,6.317007160186767,3.59396,203.714646911621,113.40361,16.397016668319694,4.366425514221191,1.6168767213821411,,,,
FV1B,w25_00005072,open_close_door,U25,D11_R01,0.9987143278121948,0.029789717751935858,0.029789717751935858,1,1,True,True,False,10.993452,18.036684,1.8742628,3.273096680641169,1.5028753,57.62838897705075,31.013813,4.662533819675435,1.6019234657287598,0.4391513168811798,,,,
FV1B,w25_00005073,open_close_door,U25,D11_R01,0.993684470653534,0.0466249485076792,0.0466249485076792,1,1,True,True,False,10.993452,18.036684,1.9462423,4.974102234840392,1.9181634,60.80600757598876,33.501183,6.593555498123168,1.4783382415771484,1.1709613800048828,,,,
FV1B,w25_00005074,open_close_door,U25,D11_R01,0.9960469603538512,0.05824067865263792,0.05824067865263792,1,1,True,True,False,10.993452,18.036684,1.8331509,5.217870783805847,1.8951933,64.47801456451415,35.939316,8.175700569152825,1.3449273109436035,1.3199962377548218,,,,
FV7,w25_00003700,jogging,U04,D02_R01,0.8183783292770386,0.08683258806930311,0.08683258806930311,1,1,True,True,False,31.469284,,7.512773,,,185.82050476074207,115.78729,9.552194166183469,2.0855679512023926,,8.686068,34.8,5.953358,5.953258
FV7,w25_00003701,jogging,U04,D02_R01,0.640643298625946,0.09111802544668897,0.09111802544668897,1,1,True,True,False,31.469284,,8.223397,,,298.7282211303709,138.69215,9.552194166183469,6.496031284332275,,9.344261,34.8,5.953358,5.330716
FV7,w25_00003702,jogging,U04,D02_R01,0.9331348538398744,0.08229959064079512,0.08229959064079512,1,1,True,True,False,31.406769,,8.813316,,,296.8048995971678,145.06163,10.702817296981808,7.178801536560059,,10.347635,37.715218,6.226825,5.872823
FV7,w25_00003703,jogging,U04,D02_R01,0.5508899092674255,0.056911549809010774,0.056911549809010774,1,1,True,True,False,33.961796,,9.760765,,,321.85955047607416,154.17728,8.80847325325012,1.1004090309143066,,10.972631,37.715218,13.258829,12.904827
FV7,w25_00003704,jogging,U04,D02_R01,0.8729602098464966,0.22955451891060896,0.22955451891060896,1,1,True,True,False,36.29194,,8.594873,,,294.6144927978514,136.98691,7.80685493946075,8.33210563659668,,9.854802,37.715218,13.258829,12.904827
FV7,w25_00004372,gentle_jump,U04,D08_R01,0.9998494386672974,0.6050615241811543,0.6050615241811543,1,1,True,True,False,37.0152,,7.8687553,,,199.71368179321283,121.29934,20.022155046462988,2.383309364318848,,5.7464776,30.537643,10.169384,9.364799
FV7,w25_00004373,gentle_jump,U04,D08_R01,0.9999957084655762,0.551774099098577,0.551774099098577,1,1,True,True,False,37.0152,,7.816104,,,199.71368179321283,118.94155,20.022155046462988,4.240936279296875,,7.0735593,31.186207,10.169384,9.6955185
FV7,w25_00004374,gentle_jump,U04,D08_R01,0.9999974966049194,0.5192911620623717,0.5192911620623717,1,1,True,True,False,36.173973,,7.545864,,,224.36149063110344,123.74316,20.022155046462988,3.759605407714844,,7.009245,31.186207,10.169384,9.6955185
FV7,w25_00004375,gentle_jump,U04,D08_R01,0.7412121295928955,0.1653400271489018,0.1653400271489018,1,1,True,True,False,34.739994,,6.6606045,,,157.87246665954572,95.67443,5.168326079845421,3.3614742755889893,,5.408326,20.806896,8.430651,8.18089
FV7,w25_00004377,gentle_jump,U04,D08_R02,0.9996366500854492,0.35845930940658116,0.35845930940658116,1,1,True,True,False,21.636301,,4.973408,,,120.92322998046872,84.38315,13.340759420394871,5.967857360839844,,5.492803,36.38972,10.439816,10.349803
FV7,w25_00004378,gentle_jump,U04,D08_R02,0.9983577132225036,0.30726790042521496,0.30726790042521496,1,1,True,True,False,21.636301,,4.9707966,,,120.92322998046872,72.4547,13.790293788909889,3.8743526935577393,,6.664167,36.38972,10.439816,9.287373
FV7,w25_00004379,gentle_jump,U04,D08_R02,0.999052345752716,0.2464024308280636,0.2464024308280636,1,1,True,True,False,21.636301,,5.276462,,,120.92322998046872,73.02429,13.790293788909889,3.886348009109497,,7.227856,36.38972,10.439816,9.6026325
FV7,w25_00004514,hit_table_with_hand,U04,D09_R01,0.762090802192688,0.45449349809504924,0.45449349809504924,1,1,True,True,False,35.922985,,7.3951025,,,173.40825729370098,122.265144,6.418882203102102,5.946841716766357,,9.431365,47.978462,17.015585,16.912117
FV7,w25_00004519,hit_table_with_hand,U04,D09_R02,0.9593258500099182,0.45902240935832206,0.45902240935832206,1,1,True,True,False,30.201965,,5.2980456,,,105.97502479553202,66.45515,5.126664209365842,3.556235074996948,,7.2087607,42.813747,17.732096,17.614836
FV7,w25_00004760,clapping_hands,U04,D10_R01,0.9993534684181212,0.5635999559583604,0.5635999559583604,1,1,True,True,False,25.347488,,5.0726447,,,171.05035934448236,85.82734,22.18255281448364,5.999825477600098,,4.8389735,25.516243,11.512251,11.426376
FV7,w25_00004761,clapping_hands,U04,D10_R01,0.9999960660934448,0.2869484286429328,0.2869484286429328,1,1,True,True,False,23.757046,,6.0340524,,,223.1865135192871,119.34393,20.65963516235351,6.535222053527832,,7.0439916,25.698523,11.512251,10.971256
FV7,w25_00004762,clapping_hands,U04,D10_R01,0.9999936819076538,0.28842368364532667,0.28842368364532667,1,1,True,True,False,23.757046,,5.8453894,,,209.5551048278808,113.23423,20.65963516235351,5.870294094085693,,7.2822647,25.698523,11.512251,10.67292
FV7,w25_00004763,clapping_hands,U04,D10_R01,0.9999560117721558,0.32315237176809225,0.32315237176809225,1,1,True,True,False,27.782505,,6.4709034,,,219.3846138000488,125.92377,18.62578783035278,4.944234371185303,,7.630567,30.198137,11.512251,10.67292
FV7,w25_00005072,open_close_door,U25,D11_R01,0.9987143278121948,0.029226741449950473,0.029226741449950473,1,1,True,True,False,10.993452,,1.8742628,,,57.62838897705075,31.013813,4.662533819675435,1.6019234657287598,,5.025149,20.33229,5.431772,5.1057305
FV7,w25_00005073,open_close_door,U25,D11_R01,0.993684470653534,0.044823210403946004,0.044823210403946004,1,1,True,True,False,10.993452,,1.9462423,,,60.80600757598876,33.501183,6.593555498123168,1.4783382415771484,,4.0214334,19.344486,5.431772,4.8930736
FV7,w25_00005074,open_close_door,U25,D11_R01,0.9960469603538512,0.04080670739219583,0.04080670739219583,1,1,True,True,False,10.993452,,1.8331509,,,64.47801456451415,35.939316,8.175700569152825,1.3449273109436035,,5.318195,22.767399,5.431772,5.196989
FV8,w25_00003700,jogging,U04,D02_R01,0.8183783292770386,0.08683258806930311,0.8217448394897531,1,1,True,True,False,31.469284,,7.512773,,,185.82050476074207,115.78729,9.552194166183469,2.0855679512023926,,8.686068,34.8,5.953358,5.953258
FV8,w25_00003701,jogging,U04,D02_R01,0.640643298625946,0.09111802544668897,0.5584157836063885,1,1,True,True,False,31.469284,,8.223397,,,298.7282211303709,138.69215,9.552194166183469,6.496031284332275,,9.344261,34.8,5.953358,5.330716
FV8,w25_00003702,jogging,U04,D02_R01,0.9331348538398744,0.08229959064079512,0.957160975359467,1,1,True,True,False,31.406769,,8.813316,,,296.8048995971678,145.06163,10.702817296981808,7.178801536560059,,10.347635,37.715218,6.226825,5.872823
FV8,w25_00003703,jogging,U04,D02_R01,0.5508899092674255,0.056911549809010774,0.39992531997868597,1,1,True,True,False,33.961796,,9.760765,,,321.85955047607416,154.17728,8.80847325325012,1.1004090309143066,,10.972631,37.715218,13.258829,12.904827
FV8,w25_00003704,jogging,U04,D02_R01,0.8729602098464966,0.22955451891060896,0.915221776905277,1,1,True,True,False,36.29194,,8.594873,,,294.6144927978514,136.98691,7.80685493946075,8.33210563659668,,9.854802,37.715218,13.258829,12.904827
FV8,w25_00004372,gentle_jump,U04,D08_R01,0.9998494386672974,0.6050615241811543,0.9999959790876586,1,1,True,True,False,37.0152,,7.8687553,,,199.71368179321283,121.29934,20.022155046462988,2.383309364318848,,5.7464776,30.537643,10.169384,9.364799
FV8,w25_00004373,gentle_jump,U04,D08_R01,0.9999957084655762,0.551774099098577,0.9999999717895466,1,1,True,True,False,37.0152,,7.816104,,,199.71368179321283,118.94155,20.022155046462988,4.240936279296875,,7.0735593,31.186207,10.169384,9.6955185
FV8,w25_00004374,gentle_jump,U04,D08_R01,0.9999974966049194,0.5192911620623717,0.9999999863972897,1,1,True,True,False,36.173973,,7.545864,,,224.36149063110344,123.74316,20.022155046462988,3.759605407714844,,7.009245,31.186207,10.169384,9.6955185
FV8,w25_00004375,gentle_jump,U04,D08_R01,0.7412121295928955,0.1653400271489018,0.7418014974320496,1,1,True,True,False,34.739994,,6.6606045,,,157.87246665954572,95.67443,5.168326079845421,3.3614742755889893,,5.408326,20.806896,8.430651,8.18089
FV8,w25_00004377,gentle_jump,U04,D08_R02,0.9996366500854492,0.35845930940658116,0.9999825579232868,1,1,True,True,False,21.636301,,4.973408,,,120.92322998046872,84.38315,13.340759420394871,5.967857360839844,,5.492803,36.38972,10.439816,10.349803
FV8,w25_00004378,gentle_jump,U04,D08_R02,0.9983577132225036,0.30726790042521496,0.9998461307956497,1,1,True,True,False,21.636301,,4.9707966,,,120.92322998046872,72.4547,13.790293788909889,3.8743526935577393,,6.664167,36.38972,10.439816,9.287373
FV8,w25_00004379,gentle_jump,U04,D08_R02,0.999052345752716,0.2464024308280636,0.9999240787203248,1,1,True,True,False,21.636301,,5.276462,,,120.92322998046872,73.02429,13.790293788909889,3.886348009109497,,7.227856,36.38972,10.439816,9.6026325
FV8,w25_00004514,hit_table_with_hand,U04,D09_R01,0.762090802192688,0.45449349809504924,0.8228706881033414,1,1,True,True,False,35.922985,,7.3951025,,,173.40825729370098,122.265144,6.418882203102102,5.946841716766357,,9.431365,47.978462,17.015585,16.912117
FV8,w25_00004518,hit_table_with_hand,U04,D09_R02,0.4558168947696686,0.47000538137368436,0.4161914152766475,0,1,False,True,False,30.201965,,5.877718,,,147.00396881103512,82.78508,7.576943039894098,4.079509735107422,,7.6168814,42.813747,17.732096,17.270315
FV8,w25_00004519,hit_table_with_hand,U04,D09_R02,0.9593258500099182,0.45902240935832206,0.9872657009707324,1,1,True,True,False,30.201965,,5.2980456,,,105.97502479553202,66.45515,5.126664209365842,3.556235074996948,,7.2087607,42.813747,17.732096,17.614836
FV8,w25_00004760,clapping_hands,U04,D10_R01,0.9993534684181212,0.5635999559583604,0.9999674717557734,1,1,True,True,False,25.347488,,5.0726447,,,171.05035934448236,85.82734,22.18255281448364,5.999825477600098,,4.8389735,25.516243,11.512251,11.426376
FV8,w25_00004761,clapping_hands,U04,D10_R01,0.9999960660934448,0.2869484286429328,0.999999967907175,1,1,True,True,False,23.757046,,6.0340524,,,223.1865135192871,119.34393,20.65963516235351,6.535222053527832,,7.0439916,25.698523,11.512251,10.971256
FV8,w25_00004762,clapping_hands,U04,D10_R01,0.9999936819076538,0.28842368364532667,0.9999999375722387,1,1,True,True,False,23.757046,,5.8453894,,,209.5551048278808,113.23423,20.65963516235351,5.870294094085693,,7.2822647,25.698523,11.512251,10.67292
FV8,w25_00004763,clapping_hands,U04,D10_R01,0.9999560117721558,0.32315237176809225,0.9999990756565371,1,1,True,True,False,27.782505,,6.4709034,,,219.3846138000488,125.92377,18.62578783035278,4.944234371185303,,7.630567,30.198137,11.512251,10.67292
FV8,w25_00005072,open_close_door,U25,D11_R01,0.9987143278121948,0.029226741449950473,0.9998004916039666,1,1,True,True,False,10.993452,,1.8742628,,,57.62838897705075,31.013813,4.662533819675435,1.6019234657287598,,5.025149,20.33229,5.431772,5.1057305
FV8,w25_00005073,open_close_door,U25,D11_R01,0.993684470653534,0.044823210403946004,0.9982930188859697,1,1,True,True,False,10.993452,,1.9462423,,,60.80600757598876,33.501183,6.593555498123168,1.4783382415771484,,4.0214334,19.344486,5.431772,4.8930736
FV8,w25_00005074,open_close_door,U25,D11_R01,0.9960469603538512,0.04080670739219583,0.9990999861216772,1,1,True,True,False,10.993452,,1.8331509,,,64.47801456451415,35.939316,8.175700569152825,1.3449273109436035,,5.318195,22.767399,5.431772,5.196989
FV9,w25_00003700,jogging,U04,D02_R01,0.8183783292770386,0.29739776951672864,0.29739776951672864,1,1,True,True,False,31.469284,,7.512773,,,185.82050476074207,115.78729,9.552194166183469,2.0855679512023926,,8.686068,34.8,5.953358,5.953258
FV9,w25_00003701,jogging,U04,D02_R01,0.640643298625946,0.29739776951672864,0.29739776951672864,1,1,True,True,False,31.469284,,8.223397,,,298.7282211303709,138.69215,9.552194166183469,6.496031284332275,,9.344261,34.8,5.953358,5.330716
FV9,w25_00003702,jogging,U04,D02_R01,0.9331348538398744,0.29739776951672864,0.29739776951672864,1,1,True,True,False,31.406769,,8.813316,,,296.8048995971678,145.06163,10.702817296981808,7.178801536560059,,10.347635,37.715218,6.226825,5.872823
FV9,w25_00003703,jogging,U04,D02_R01,0.5508899092674255,0.29739776951672864,0.29739776951672864,1,1,True,True,False,33.961796,,9.760765,,,321.85955047607416,154.17728,8.80847325325012,1.1004090309143066,,10.972631,37.715218,13.258829,12.904827
FV9,w25_00003704,jogging,U04,D02_R01,0.8729602098464966,0.9119496855345912,0.8729602098464966,1,1,True,True,False,36.29194,,8.594873,,,294.6144927978514,136.98691,7.80685493946075,8.33210563659668,,9.854802,37.715218,13.258829,12.904827
FV9,w25_00004372,gentle_jump,U04,D08_R01,0.9998494386672974,0.9119496855345912,0.9119496855345912,1,1,True,True,False,37.0152,,7.8687553,,,199.71368179321283,121.29934,20.022155046462988,2.383309364318848,,5.7464776,30.537643,10.169384,9.364799
FV9,w25_00004373,gentle_jump,U04,D08_R01,0.9999957084655762,0.9119496855345912,0.9119496855345912,1,1,True,True,False,37.0152,,7.816104,,,199.71368179321283,118.94155,20.022155046462988,4.240936279296875,,7.0735593,31.186207,10.169384,9.6955185
FV9,w25_00004374,gentle_jump,U04,D08_R01,0.9999974966049194,0.9119496855345912,0.9119496855345912,1,1,True,True,False,36.173973,,7.545864,,,224.36149063110344,123.74316,20.022155046462988,3.759605407714844,,7.009245,31.186207,10.169384,9.6955185
FV9,w25_00004375,gentle_jump,U04,D08_R01,0.7412121295928955,0.29739776951672864,0.29739776951672864,1,1,True,True,False,34.739994,,6.6606045,,,157.87246665954572,95.67443,5.168326079845421,3.3614742755889893,,5.408326,20.806896,8.430651,8.18089
FV9,w25_00004377,gentle_jump,U04,D08_R02,0.9996366500854492,0.14225053078556263,0.14225053078556263,1,1,True,True,False,21.636301,,4.973408,,,120.92322998046872,84.38315,13.340759420394871,5.967857360839844,,5.492803,36.38972,10.439816,10.349803
FV9,w25_00004378,gentle_jump,U04,D08_R02,0.9983577132225036,0.14225053078556263,0.14225053078556263,1,1,True,True,False,21.636301,,4.9707966,,,120.92322998046872,72.4547,13.790293788909889,3.8743526935577393,,6.664167,36.38972,10.439816,9.287373
FV9,w25_00004379,gentle_jump,U04,D08_R02,0.999052345752716,0.14225053078556263,0.14225053078556263,1,1,True,True,False,21.636301,,5.276462,,,120.92322998046872,73.02429,13.790293788909889,3.886348009109497,,7.227856,36.38972,10.439816,9.6026325
FV9,w25_00004514,hit_table_with_hand,U04,D09_R01,0.762090802192688,0.29739776951672864,0.29739776951672864,1,1,True,True,False,35.922985,,7.3951025,,,173.40825729370098,122.265144,6.418882203102102,5.946841716766357,,9.431365,47.978462,17.015585,16.912117
FV9,w25_00004519,hit_table_with_hand,U04,D09_R02,0.9593258500099182,0.29739776951672864,0.29739776951672864,1,1,True,True,False,30.201965,,5.2980456,,,105.97502479553202,66.45515,5.126664209365842,3.556235074996948,,7.2087607,42.813747,17.732096,17.614836
FV9,w25_00004760,clapping_hands,U04,D10_R01,0.9993534684181212,0.14225053078556263,0.14225053078556263,1,1,True,True,False,25.347488,,5.0726447,,,171.05035934448236,85.82734,22.18255281448364,5.999825477600098,,4.8389735,25.516243,11.512251,11.426376
FV9,w25_00004761,clapping_hands,U04,D10_R01,0.9999960660934448,0.14225053078556263,0.14225053078556263,1,1,True,True,False,23.757046,,6.0340524,,,223.1865135192871,119.34393,20.65963516235351,6.535222053527832,,7.0439916,25.698523,11.512251,10.971256
